# Clock tree = real buffer cell delays (SS, after apply)
# Segment tree = bottom-up target branch delays
# *_in_edge = incoming buffer delay; *_node_delay = cumulative from root
# fanout==1 FF merged with parent; -- if node absent in that tree
logical_id	name	kind	level	repr_nodes	clock_in_edge	clock_node_delay	seg_in_edge	seg_node_delay	diff
104	FF_5923	FF	10	104	0.000000	0.657000	0.000000	0.439000	-0.218000
105	BUF_5810	BUF	9	105	0.069000	0.618000	0.063000	0.439000	-0.179000
106	FF_5924	FF	10	106	0.000000	0.618000	0.000000	0.439000	-0.179000
107	FF_5925	FF	10	107	0.000000	0.618000	0.000000	0.439000	-0.179000
108	FF_5926	FF	10	108	0.000000	0.618000	0.000000	0.439000	-0.179000
109	FF_5927	FF	10	109	0.000000	0.618000	0.000000	0.439000	-0.179000
110	FF_5928	FF	10	110	0.000000	0.618000	0.000000	0.439000	-0.179000
111	FF_2006	FF	9	111	0.000000	0.549000	0.000000	0.376000	-0.173000
112	FF_2007	FF	9	112	0.000000	0.549000	0.000000	0.376000	-0.173000
113	FF_2008	FF	9	113	0.000000	0.549000	0.000000	0.376000	-0.173000
114	BUF_1987	BUF	8	114	0.076000	0.557000	0.063000	0.376000	-0.181000
115	BUF_5811	BUF	9	115	0.020000	0.577000	0.063000	0.439000	-0.138000
116	FF_5929	FF	10	116	0.000000	0.577000	0.000000	0.439000	-0.138000
117	FF_5930	FF	10	117	0.000000	0.577000	0.000000	0.439000	-0.138000
118	FF_5931	FF	10	118	0.000000	0.577000	0.000000	0.439000	-0.138000
119	BUF_5812	BUF	9	119	0.016000	0.573000	0.063000	0.439000	-0.134000
120	FF_5932	FF	10	120	0.000000	0.573000	0.000000	0.439000	-0.134000
121	FF_5933	FF	10	121	0.000000	0.573000	0.000000	0.439000	-0.134000
122	FF_2009	FF	9	122	0.000000	0.557000	0.000000	0.376000	-0.181000
123	FF_2010	FF	9	123	0.000000	0.557000	0.000000	0.376000	-0.181000
124	FF_2011	FF	9	124	0.000000	0.557000	0.000000	0.376000	-0.181000
125	BUF_1988	BUF	8	125	0.068000	0.549000	0.063000	0.376000	-0.173000
126	BUF_5813	BUF	9	126	0.069000	0.618000	0.063000	0.439000	-0.179000
127	FF_5934	FF	10	127	0.000000	0.618000	0.000000	0.439000	-0.179000
128	FF_5935	FF	10	128	0.000000	0.618000	0.000000	0.439000	-0.179000
129	FF_5936	FF	10	129	0.000000	0.618000	0.000000	0.439000	-0.179000
130	FF_5937	FF	10	130	0.000000	0.618000	0.000000	0.439000	-0.179000
131	FF_5938	FF	10	131	0.000000	0.618000	0.000000	0.439000	-0.179000
132	BUF_5814	BUF	9	132	0.036000	0.585000	0.063000	0.439000	-0.146000
133	FF_5939	FF	10	133	0.000000	0.585000	0.000000	0.439000	-0.146000
134	FF_5940	FF	10	134	0.000000	0.585000	0.000000	0.439000	-0.146000
135	BUF_5815	BUF	9	135	0.036000	0.585000	0.063000	0.439000	-0.146000
136	FF_5941	FF	10	136	0.000000	0.585000	0.000000	0.439000	-0.146000
137	FF_5942	FF	10	137	0.000000	0.585000	0.000000	0.439000	-0.146000
138	BUF_5816	BUF	9	138	0.066000	0.615000	0.063000	0.439000	-0.176000
139	FF_5943	FF	10	139	0.000000	0.615000	0.000000	0.439000	-0.176000
140	FF_5944	FF	10	140	0.000000	0.615000	0.000000	0.439000	-0.176000
141	FF_5945	FF	10	141	0.000000	0.615000	0.000000	0.439000	-0.176000
142	FF_2012	FF	9	142	0.000000	0.549000	0.000000	0.376000	-0.173000
143	BUF_1989	BUF	8	143	0.076000	0.557000	0.063000	0.376000	-0.181000
144	BUF_5817	BUF	9	144	0.063000	0.620000	0.063000	0.439000	-0.181000
145	FF_5946	FF	10	145	0.000000	0.620000	0.000000	0.439000	-0.181000
146	FF_5947	FF	10	146	0.000000	0.620000	0.000000	0.439000	-0.181000
147	FF_5948	FF	10	147	0.000000	0.620000	0.000000	0.439000	-0.181000
148	FF_5949	FF	10	148	0.000000	0.620000	0.000000	0.439000	-0.181000
149	FF_5950	FF	10	149	0.000000	0.620000	0.000000	0.439000	-0.181000
150	BUF_5818	BUF	9	150	0.015000	0.572000	0.063000	0.439000	-0.133000
151	FF_5951	FF	10	151	0.000000	0.572000	0.000000	0.439000	-0.133000
152	FF_5952	FF	10	152	0.000000	0.572000	0.000000	0.439000	-0.133000
153	BUF_5819+FF_5953	BUF+FF	9	153+154	0.050000	0.607000	0.063000	0.439000	-0.168000
155	BUF_5820	BUF	9	155	0.027000	0.584000	0.063000	0.439000	-0.145000
156	FF_5954	FF	10	156	0.000000	0.584000	0.000000	0.439000	-0.145000
157	FF_5955	FF	10	157	0.000000	0.584000	0.000000	0.439000	-0.145000
158	FF_5956	FF	10	158	0.000000	0.584000	0.000000	0.439000	-0.145000
159	BUF_5821	BUF	9	159	0.056000	0.613000	0.063000	0.439000	-0.174000
160	FF_5957	FF	10	160	0.000000	0.613000	0.000000	0.439000	-0.174000
161	FF_5958	FF	10	161	0.000000	0.613000	0.000000	0.439000	-0.174000
162	FF_5959	FF	10	162	0.000000	0.613000	0.000000	0.439000	-0.174000
163	FF_5960	FF	10	163	0.000000	0.613000	0.000000	0.439000	-0.174000
164	BUF_676	BUF	7	164	0.045000	0.437000	0.063000	0.313000	-0.124000
165	BUF_1990	BUF	8	165	0.063000	0.500000	0.039000	0.352000	-0.148000
166	BUF_5822	BUF	9	166	0.020000	0.520000	0.063000	0.415000	-0.105000
167	FF_5961	FF	10	167	0.000000	0.520000	0.000000	0.415000	-0.105000
168	FF_5962	FF	10	168	0.000000	0.520000	0.000000	0.415000	-0.105000
169	FF_5963	FF	10	169	0.000000	0.520000	0.000000	0.415000	-0.105000
170	BUF_5823	BUF	9	170	0.036000	0.536000	0.063000	0.415000	-0.121000
171	FF_5964	FF	10	171	0.000000	0.536000	0.000000	0.415000	-0.121000
172	FF_5965	FF	10	172	0.000000	0.536000	0.000000	0.415000	-0.121000
173	BUF_5824+FF_5966	BUF+FF	9	173+174	0.050000	0.550000	0.063000	0.415000	-0.135000
175	BUF_5825+FF_5967	BUF+FF	9	175+176	0.005000	0.505000	0.063000	0.415000	-0.090000
177	FF_2013	FF	9	177	0.000000	0.500000	0.000000	0.352000	-0.148000
178	BUF_1991	BUF	8	178	0.063000	0.500000	0.039000	0.352000	-0.148000
179	BUF_5826	BUF	9	179	0.027000	0.527000	0.063000	0.415000	-0.112000
180	FF_5968	FF	10	180	0.000000	0.527000	0.000000	0.415000	-0.112000
181	FF_5969	FF	10	181	0.000000	0.527000	0.000000	0.415000	-0.112000
182	FF_5970	FF	10	182	0.000000	0.527000	0.000000	0.415000	-0.112000
183	BUF_5827	BUF	9	183	0.027000	0.527000	0.063000	0.415000	-0.112000
184	FF_5971	FF	10	184	0.000000	0.527000	0.000000	0.415000	-0.112000
185	FF_5972	FF	10	185	0.000000	0.527000	0.000000	0.415000	-0.112000
186	BUF_5828	BUF	9	186	0.079000	0.579000	0.063000	0.415000	-0.164000
187	FF_5973	FF	10	187	0.000000	0.579000	0.000000	0.415000	-0.164000
188	FF_5974	FF	10	188	0.000000	0.579000	0.000000	0.415000	-0.164000
189	FF_5975	FF	10	189	0.000000	0.579000	0.000000	0.415000	-0.164000
190	FF_5976	FF	10	190	0.000000	0.579000	0.000000	0.415000	-0.164000
191	FF_5977	FF	10	191	0.000000	0.579000	0.000000	0.415000	-0.164000
192	BUF_5829	BUF	9	192	0.011000	0.511000	0.063000	0.415000	-0.096000
193	FF_5978	FF	10	193	0.000000	0.511000	0.000000	0.415000	-0.096000
194	FF_5979	FF	10	194	0.000000	0.511000	0.000000	0.415000	-0.096000
195	FF_2014	FF	9	195	0.000000	0.500000	0.000000	0.352000	-0.148000
196	BUF_1992	BUF	8	196	0.063000	0.500000	0.039000	0.352000	-0.148000
197	BUF_5830	BUF	9	197	0.056000	0.556000	0.063000	0.415000	-0.141000
198	FF_5980	FF	10	198	0.000000	0.556000	0.000000	0.415000	-0.141000
199	FF_5981	FF	10	199	0.000000	0.556000	0.000000	0.415000	-0.141000
200	BUF_5831	BUF	9	200	0.015000	0.515000	0.063000	0.415000	-0.100000
201	FF_5982	FF	10	201	0.000000	0.515000	0.000000	0.415000	-0.100000
202	FF_5983	FF	10	202	0.000000	0.515000	0.000000	0.415000	-0.100000
203	BUF_5832	BUF	9	203	0.039000	0.539000	0.063000	0.415000	-0.124000
204	FF_5984	FF	10	204	0.000000	0.539000	0.000000	0.415000	-0.124000
205	FF_5985	FF	10	205	0.000000	0.539000	0.000000	0.415000	-0.124000
206	FF_5986	FF	10	206	0.000000	0.539000	0.000000	0.415000	-0.124000
207	FF_5987	FF	10	207	0.000000	0.539000	0.000000	0.415000	-0.124000
208	BUF_5833	BUF	9	208	0.084000	0.584000	0.063000	0.415000	-0.169000
209	FF_5988	FF	10	209	0.000000	0.584000	0.000000	0.415000	-0.169000
210	FF_5989	FF	10	210	0.000000	0.584000	0.000000	0.415000	-0.169000
211	FF_5990	FF	10	211	0.000000	0.584000	0.000000	0.415000	-0.169000
212	FF_5991	FF	10	212	0.000000	0.584000	0.000000	0.415000	-0.169000
213	BUF_5834	BUF	9	213	0.027000	0.527000	0.063000	0.415000	-0.112000
214	FF_5992	FF	10	214	0.000000	0.527000	0.000000	0.415000	-0.112000
215	FF_5993	FF	10	215	0.000000	0.527000	0.000000	0.415000	-0.112000
216	FF_5994	FF	10	216	0.000000	0.527000	0.000000	0.415000	-0.112000
217	FF_677	FF	8	217	0.000000	0.437000	0.000000	0.313000	-0.124000
218	BUF_677	BUF	7	218	0.020000	0.412000	0.063000	0.313000	-0.099000
219	BUF_1993	BUF	8	219	0.005000	0.417000	0.020000	0.333000	-0.084000
220	BUF_5835	BUF	9	220	0.063000	0.480000	0.005000	0.338000	-0.142000
221	FF_5995	FF	10	221	0.000000	0.480000	0.000000	0.338000	-0.142000
222	FF_5996	FF	10	222	0.000000	0.480000	0.000000	0.338000	-0.142000
223	FF_5997	FF	10	223	0.000000	0.480000	0.000000	0.338000	-0.142000
224	FF_5998	FF	10	224	0.000000	0.480000	0.000000	0.338000	-0.142000
225	FF_5999	FF	10	225	0.000000	0.480000	0.000000	0.338000	-0.142000
226	BUF_1994	BUF	8	226	0.063000	0.475000	0.020000	0.333000	-0.142000
227	BUF_5836	BUF	9	227	0.068000	0.543000	0.063000	0.396000	-0.147000
228	FF_6000	FF	10	228	0.000000	0.543000	0.000000	0.396000	-0.147000
229	FF_6001	FF	10	229	0.000000	0.543000	0.000000	0.396000	-0.147000
230	FF_6002	FF	10	230	0.000000	0.543000	0.000000	0.396000	-0.147000
231	FF_6003	FF	10	231	0.000000	0.543000	0.000000	0.396000	-0.147000
232	FF_6004	FF	10	232	0.000000	0.543000	0.000000	0.396000	-0.147000
233	BUF_5837	BUF	9	233	0.069000	0.544000	0.063000	0.396000	-0.148000
234	FF_6005	FF	10	234	0.000000	0.544000	0.000000	0.396000	-0.148000
235	FF_6006	FF	10	235	0.000000	0.544000	0.000000	0.396000	-0.148000
236	FF_6007	FF	10	236	0.000000	0.544000	0.000000	0.396000	-0.148000
237	FF_6008	FF	10	237	0.000000	0.544000	0.000000	0.396000	-0.148000
238	FF_6009	FF	10	238	0.000000	0.544000	0.000000	0.396000	-0.148000
239	BUF_5838	BUF	9	239	0.022000	0.497000	0.063000	0.396000	-0.101000
240	FF_6010	FF	10	240	0.000000	0.497000	0.000000	0.396000	-0.101000
241	FF_6011	FF	10	241	0.000000	0.497000	0.000000	0.396000	-0.101000
242	BUF_5839	BUF	9	242	0.079000	0.554000	0.063000	0.396000	-0.158000
243	FF_6012	FF	10	243	0.000000	0.554000	0.000000	0.396000	-0.158000
244	FF_6013	FF	10	244	0.000000	0.554000	0.000000	0.396000	-0.158000
245	FF_6014	FF	10	245	0.000000	0.554000	0.000000	0.396000	-0.158000
246	FF_6015	FF	10	246	0.000000	0.554000	0.000000	0.396000	-0.158000
247	FF_6016	FF	10	247	0.000000	0.554000	0.000000	0.396000	-0.158000
248	FF_2015	FF	9	248	0.000000	0.475000	0.000000	0.333000	-0.142000
249	FF_678	FF	8	249	0.000000	0.412000	0.000000	0.313000	-0.099000
250	BUF_678	BUF	7	250	0.068000	0.460000	0.063000	0.313000	-0.147000
251	BUF_1995	BUF	8	251	0.063000	0.523000	0.063000	0.376000	-0.147000
252	BUF_5840	BUF	9	252	0.056000	0.579000	0.063000	0.439000	-0.140000
253	FF_6017	FF	10	253	0.000000	0.579000	0.000000	0.439000	-0.140000
254	FF_6018	FF	10	254	0.000000	0.579000	0.000000	0.439000	-0.140000
255	FF_6019	FF	10	255	0.000000	0.579000	0.000000	0.439000	-0.140000
256	FF_6020	FF	10	256	0.000000	0.579000	0.000000	0.439000	-0.140000
257	BUF_5841	BUF	9	257	0.020000	0.543000	0.063000	0.439000	-0.104000
258	FF_6021	FF	10	258	0.000000	0.543000	0.000000	0.439000	-0.104000
259	FF_6022	FF	10	259	0.000000	0.543000	0.000000	0.439000	-0.104000
260	FF_6023	FF	10	260	0.000000	0.543000	0.000000	0.439000	-0.104000
261	BUF_5842	BUF	9	261	0.011000	0.534000	0.063000	0.439000	-0.095000
262	FF_6024	FF	10	262	0.000000	0.534000	0.000000	0.439000	-0.095000
263	FF_6025	FF	10	263	0.000000	0.534000	0.000000	0.439000	-0.095000
264	BUF_5843+FF_6026	BUF+FF	9	264+265	0.005000	0.528000	0.063000	0.439000	-0.089000
266	BUF_5844	BUF	9	266	0.063000	0.586000	0.063000	0.439000	-0.147000
267	FF_6027	FF	10	267	0.000000	0.586000	0.000000	0.439000	-0.147000
268	FF_6028	FF	10	268	0.000000	0.586000	0.000000	0.439000	-0.147000
269	FF_6029	FF	10	269	0.000000	0.586000	0.000000	0.439000	-0.147000
270	FF_6030	FF	10	270	0.000000	0.586000	0.000000	0.439000	-0.147000
271	FF_6031	FF	10	271	0.000000	0.586000	0.000000	0.439000	-0.147000
272	BUF_1996	BUF	8	272	0.020000	0.480000	0.063000	0.376000	-0.104000
273	BUF_5845	BUF	9	273	0.011000	0.491000	0.020000	0.396000	-0.095000
274	FF_6032	FF	10	274	0.000000	0.491000	0.000000	0.396000	-0.095000
275	FF_6033	FF	10	275	0.000000	0.491000	0.000000	0.396000	-0.095000
276	FF_2016	FF	9	276	0.000000	0.480000	0.000000	0.376000	-0.104000
277	FF_2017	FF	9	277	0.000000	0.480000	0.000000	0.376000	-0.104000
278	FF_679	FF	8	278	0.000000	0.460000	0.000000	0.313000	-0.147000
279	FF_680	FF	8	279	0.000000	0.460000	0.000000	0.313000	-0.147000
280	FF_681	FF	8	280	0.000000	0.460000	0.000000	0.313000	-0.147000
281	FF_230	FF	7	281	0.000000	0.392000	0.000000	0.250000	-0.142000
282	BUF_84	BUF	5	282	0.036000	0.338000	0.063000	0.239000	-0.099000
283	BUF_237	BUF	6	283	0.063000	0.401000	0.020000	0.259000	-0.142000
284	BUF_679	BUF	7	284	0.063000	0.464000	0.063000	0.322000	-0.142000
285	BUF_1997	BUF	8	285	0.063000	0.527000	0.063000	0.385000	-0.142000
286	BUF_5846	BUF	9	286	0.039000	0.566000	0.063000	0.448000	-0.118000
287	FF_6034	FF	10	287	0.000000	0.566000	0.000000	0.448000	-0.118000
288	FF_6035	FF	10	288	0.000000	0.566000	0.000000	0.448000	-0.118000
289	FF_6036	FF	10	289	0.000000	0.566000	0.000000	0.448000	-0.118000
290	FF_6037	FF	10	290	0.000000	0.566000	0.000000	0.448000	-0.118000
291	BUF_5847	BUF	9	291	0.020000	0.547000	0.063000	0.448000	-0.099000
292	FF_6038	FF	10	292	0.000000	0.547000	0.000000	0.448000	-0.099000
293	FF_6039	FF	10	293	0.000000	0.547000	0.000000	0.448000	-0.099000
294	FF_6040	FF	10	294	0.000000	0.547000	0.000000	0.448000	-0.099000
295	BUF_5848	BUF	9	295	0.063000	0.590000	0.063000	0.448000	-0.142000
296	FF_6041	FF	10	296	0.000000	0.590000	0.000000	0.448000	-0.142000
297	FF_6042	FF	10	297	0.000000	0.590000	0.000000	0.448000	-0.142000
298	FF_6043	FF	10	298	0.000000	0.590000	0.000000	0.448000	-0.142000
299	FF_6044	FF	10	299	0.000000	0.590000	0.000000	0.448000	-0.142000
300	FF_6045	FF	10	300	0.000000	0.590000	0.000000	0.448000	-0.142000
301	BUF_5849+FF_6046	BUF+FF	9	301+302	0.005000	0.532000	0.063000	0.448000	-0.084000
303	BUF_5850	BUF	9	303	0.063000	0.590000	0.063000	0.448000	-0.142000
304	FF_6047	FF	10	304	0.000000	0.590000	0.000000	0.448000	-0.142000
305	FF_6048	FF	10	305	0.000000	0.590000	0.000000	0.448000	-0.142000
306	FF_6049	FF	10	306	0.000000	0.590000	0.000000	0.448000	-0.142000
307	FF_6050	FF	10	307	0.000000	0.590000	0.000000	0.448000	-0.142000
308	FF_6051	FF	10	308	0.000000	0.590000	0.000000	0.448000	-0.142000
309	BUF_1998	BUF	8	309	0.011000	0.475000	0.063000	0.385000	-0.090000
310	BUF_5851	BUF	9	310	0.011000	0.486000	0.011000	0.396000	-0.090000
311	FF_6052	FF	10	311	0.000000	0.486000	0.000000	0.396000	-0.090000
312	FF_6053	FF	10	312	0.000000	0.486000	0.000000	0.396000	-0.090000
313	BUF_5852	BUF	9	313	0.020000	0.495000	0.011000	0.396000	-0.099000
314	FF_6054	FF	10	314	0.000000	0.495000	0.000000	0.396000	-0.099000
315	FF_6055	FF	10	315	0.000000	0.495000	0.000000	0.396000	-0.099000
316	FF_6056	FF	10	316	0.000000	0.495000	0.000000	0.396000	-0.099000
317	BUF_1999	BUF	8	317	0.063000	0.527000	0.063000	0.385000	-0.142000
318	BUF_5853	BUF	9	318	0.020000	0.547000	0.063000	0.448000	-0.099000
319	FF_6057	FF	10	319	0.000000	0.547000	0.000000	0.448000	-0.099000
320	FF_6058	FF	10	320	0.000000	0.547000	0.000000	0.448000	-0.099000
321	FF_6059	FF	10	321	0.000000	0.547000	0.000000	0.448000	-0.099000
322	BUF_5854+FF_6060	BUF+FF	9	322+323	0.005000	0.532000	0.063000	0.448000	-0.084000
324	BUF_5855	BUF	9	324	0.020000	0.547000	0.063000	0.448000	-0.099000
325	FF_6061	FF	10	325	0.000000	0.547000	0.000000	0.448000	-0.099000
326	FF_6062	FF	10	326	0.000000	0.547000	0.000000	0.448000	-0.099000
327	FF_6063	FF	10	327	0.000000	0.547000	0.000000	0.448000	-0.099000
328	BUF_5856	BUF	9	328	0.011000	0.538000	0.063000	0.448000	-0.090000
329	FF_6064	FF	10	329	0.000000	0.538000	0.000000	0.448000	-0.090000
330	FF_6065	FF	10	330	0.000000	0.538000	0.000000	0.448000	-0.090000
331	BUF_5857	BUF	9	331	0.011000	0.538000	0.063000	0.448000	-0.090000
332	FF_6066	FF	10	332	0.000000	0.538000	0.000000	0.448000	-0.090000
333	FF_6067	FF	10	333	0.000000	0.538000	0.000000	0.448000	-0.090000
334	BUF_2000	BUF	8	334	0.063000	0.527000	0.063000	0.385000	-0.142000
335	BUF_5858+FF_6068	BUF+FF	9	335+336	0.005000	0.532000	0.063000	0.448000	-0.084000
337	BUF_5859	BUF	9	337	0.063000	0.590000	0.063000	0.448000	-0.142000
