# Original clock tree delay (SS) per FF before optimization
# topo_rank: pseudo-DAG order (lower ori delay preferred when ties)
ff_node_id	ff_name	ori_clk_delay	topo_rank
603	FF_6234	0.561000	17623
604	FF_6235	0.561000	17624
605	FF_6236	0.561000	17625
607	FF_6237	0.514000	17626
608	FF_6238	0.514000	17627
609	FF_6239	0.514000	17628
612	FF_6240	0.556000	17629
613	FF_6241	0.556000	17630
614	FF_6242	0.556000	17631
615	FF_6243	0.556000	17632
616	FF_6244	0.556000	17633
617	FF_2035	0.480000	17634
618	FF_2036	0.480000	17635
619	FF_2037	0.480000	17636
620	FF_694	0.416000	17637
624	FF_6245	0.490000	17638
626	FF_6246	0.472000	17639
627	FF_6247	0.472000	17640
628	FF_6248	0.472000	17641
630	FF_6249	0.467000	17642
631	FF_6250	0.467000	17643
633	FF_6251	0.485000	17644
634	FF_6252	0.485000	17645
635	FF_6253	0.485000	17646
638	FF_6254	0.508000	17647
639	FF_6255	0.508000	17648
640	FF_6256	0.508000	17649
641	FF_6257	0.508000	17650
642	FF_6258	0.508000	17651
644	FF_6259	0.508000	17652
645	FF_6260	0.508000	17653
646	FF_6261	0.508000	17654
647	FF_6262	0.508000	17655
648	FF_6263	0.508000	17656
650	FF_6264	0.496000	17657
651	FF_6265	0.496000	17658
654	FF_6266	0.460000	17659
655	FF_2038	0.440000	17660
656	FF_2039	0.440000	17661
657	FF_2040	0.440000	17662
661	FF_6267	0.611000	17663
662	FF_6268	0.611000	17664
663	FF_6269	0.611000	17665
664	FF_6270	0.611000	17666
665	FF_6271	0.611000	17667
667	FF_6272	0.572000	17668
668	FF_6273	0.572000	17669
669	FF_6274	0.572000	17670
670	FF_6275	0.572000	17671
671	FF_6276	0.572000	17672
672	FF_2041	0.503000	17673
673	FF_2042	0.503000	17674
676	FF_6277	0.539000	17675
677	FF_6278	0.539000	17676
678	FF_6279	0.539000	17677
679	FF_6280	0.539000	17678
681	FF_6281	0.558000	17679
682	FF_6282	0.558000	17680
683	FF_6283	0.558000	17681
684	FF_6284	0.558000	17682
686	FF_6285	0.520000	17683
687	FF_6286	0.520000	17684
688	FF_6287	0.520000	17685
691	FF_6288	0.539000	17686
692	FF_6289	0.539000	17687
693	FF_6290	0.539000	17688
695	FF_6291	0.548000	17689
696	FF_6292	0.548000	17690
697	FF_6293	0.548000	17691
699	FF_6294	0.569000	17692
700	FF_6295	0.569000	17693
701	FF_6296	0.569000	17694
702	FF_2043	0.503000	17695
705	FF_6297	0.501000	17696
706	FF_6298	0.501000	17697
708	FF_6299	0.564000	17698
709	FF_6300	0.564000	17699
710	FF_6301	0.564000	17700
711	FF_6302	0.564000	17701
712	FF_6303	0.564000	17702
714	FF_6304	0.501000	17703
715	FF_6305	0.501000	17704
716	FF_695	0.458000	17705
720	FF_6306	0.491000	17706
721	FF_6307	0.491000	17707
723	FF_6308	0.470000	17708
724	FF_6309	0.470000	17709
726	FF_6310	0.471000	17710
727	FF_6311	0.471000	17711
728	FF_2044	0.455000	17712
729	FF_2045	0.455000	17713
730	FF_696	0.386000	17714
736	FF_6312	0.535000	17715
737	FF_6313	0.535000	17716
738	FF_6314	0.535000	17717
740	FF_6315	0.506000	17718
741	FF_6316	0.506000	17719
743	FF_6317	0.520000	17720
744	FF_2046	0.490000	17721
745	FF_2047	0.490000	17722
750	FF_6318	0.524000	17723
752	FF_6319	0.510000	17724
753	FF_6320	0.510000	17725
755	FF_6321	0.504000	17726
756	FF_2048	0.494000	17727
759	FF_6322	0.612000	17728
760	FF_6323	0.612000	17729
761	FF_6324	0.612000	17730
762	FF_6325	0.612000	17731
763	FF_6326	0.612000	17732
765	FF_6327	0.583000	17733
766	FF_6328	0.583000	17734
767	FF_6329	0.583000	17735
768	FF_6330	0.583000	17736
769	FF_6331	0.583000	17737
770	FF_2049	0.504000	17738
773	FF_6332	0.563000	17739
774	FF_6333	0.563000	17740
775	FF_6334	0.563000	17741
776	FF_6335	0.563000	17742
777	FF_6336	0.563000	17743
779	FF_6337	0.530000	17744
780	FF_6338	0.530000	17745
782	FF_6339	0.578000	17746
783	FF_6340	0.578000	17747
784	FF_6341	0.578000	17748
785	FF_6342	0.578000	17749
786	FF_2050	0.494000	17750
787	FF_697	0.438000	17751
791	FF_6343	0.549000	17752
792	FF_6344	0.549000	17753
794	FF_6345	0.561000	17754
795	FF_6346	0.561000	17755
796	FF_6347	0.561000	17756
797	FF_6348	0.561000	17757
798	FF_6349	0.561000	17758
800	FF_6350	0.562000	17759
801	FF_6351	0.562000	17760
802	FF_6352	0.562000	17761
803	FF_6353	0.562000	17762
804	FF_6354	0.562000	17763
807	FF_6355	0.570000	17764
808	FF_6356	0.570000	17765
809	FF_6357	0.570000	17766
811	FF_6358	0.604000	17767
812	FF_6359	0.604000	17768
813	FF_6360	0.604000	17769
814	FF_6361	0.604000	17770
815	FF_6362	0.604000	17771
816	FF_2051	0.525000	17772
817	FF_2052	0.525000	17773
820	FF_6363	0.560000	17774
822	FF_6364	0.557000	17775
823	FF_6365	0.557000	17776
824	FF_2053	0.530000	17777
825	FF_2054	0.530000	17778
826	FF_2055	0.530000	17779
829	FF_6366	0.504000	17780
830	FF_6367	0.504000	17781
831	FF_6368	0.504000	17782
833	FF_6369	0.527000	17783
834	FF_6370	0.527000	17784
835	FF_6371	0.527000	17785
836	FF_6372	0.527000	17786
839	FF_6373	0.579000	17787
841	FF_6374	0.596000	17788
842	FF_6375	0.596000	17789
843	FF_2056	0.569000	17790
844	FF_2057	0.569000	17791
845	FF_2058	0.569000	17792
846	FF_233	0.382000	17793
847	FF_234	0.382000	17794
852	FF_6376	0.511000	17795
853	FF_6377	0.511000	17796
854	FF_6378	0.511000	17797
855	FF_2059	0.485000	17798
856	FF_2060	0.485000	17799
857	FF_698	0.419000	17800
858	FF_699	0.419000	17801
859	FF_235	0.353000	17802
864	FF_6379	0.613000	17803
865	FF_6380	0.613000	17804
866	FF_6381	0.613000	17805
868	FF_6382	0.613000	17806
869	FF_6383	0.613000	17807
870	FF_6384	0.613000	17808
872	FF_6385	0.569000	17809
873	FF_6386	0.569000	17810
875	FF_6387	0.603000	17811
876	FF_6388	0.603000	17812
878	FF_6389	0.563000	17813
879	FF_6390	0.563000	17814
882	FF_6391	0.615000	17815
883	FF_6392	0.615000	17816
884	FF_6393	0.615000	17817
885	FF_6394	0.615000	17818
886	FF_6395	0.615000	17819
888	FF_6396	0.562000	17820
890	FF_6397	0.574000	17821
891	FF_6398	0.574000	17822
893	FF_6399	0.579000	17823
894	FF_6400	0.579000	17824
895	FF_6401	0.579000	17825
897	FF_6402	0.603000	17826
898	FF_6403	0.603000	17827
899	FF_6404	0.603000	17828
900	FF_6405	0.603000	17829
903	FF_6406	0.614000	17830
904	FF_6407	0.614000	17831
905	FF_6408	0.614000	17832
906	FF_6409	0.614000	17833
907	FF_6410	0.614000	17834
909	FF_6411	0.599000	17835
910	FF_6412	0.599000	17836
911	FF_6413	0.599000	17837
912	FF_6414	0.599000	17838
913	FF_2061	0.535000	17839
914	FF_2062	0.535000	17840
915	FF_700	0.471000	17841
916	FF_701	0.471000	17842
920	FF_6415	0.536000	17843
921	FF_6416	0.536000	17844
922	FF_2063	0.480000	17845
923	FF_2064	0.480000	17846
924	FF_2065	0.480000	17847
925	FF_2066	0.480000	17848
928	FF_6417	0.490000	17849
929	FF_6418	0.490000	17850
931	FF_6419	0.530000	17851
932	FF_6420	0.530000	17852
933	FF_6421	0.530000	17853
934	FF_6422	0.530000	17854
935	FF_6423	0.530000	17855
937	FF_6424	0.499000	17856
938	FF_6425	0.499000	17857
939	FF_6426	0.499000	17858
940	FF_6427	0.499000	17859
942	FF_6428	0.464000	17860
946	FF_6429	0.519000	17861
947	FF_6430	0.519000	17862
949	FF_6431	0.503000	17863
951	FF_6432	0.539000	17864
952	FF_6433	0.539000	17865
954	FF_6434	0.491000	17866
955	FF_2067	0.483000	17867
958	FF_6435	0.486000	17868
959	FF_6436	0.486000	17869
960	FF_6437	0.486000	17870
962	FF_6438	0.486000	17871
963	FF_6439	0.486000	17872
964	FF_6440	0.486000	17873
966	FF_6441	0.530000	17874
967	FF_6442	0.530000	17875
968	FF_6443	0.530000	17876
969	FF_6444	0.530000	17877
970	FF_6445	0.530000	17878
973	FF_6446	0.549000	17879
974	FF_6447	0.549000	17880
975	FF_6448	0.549000	17881
976	FF_6449	0.549000	17882
977	FF_6450	0.549000	17883
978	FF_2068	0.480000	17884
979	FF_2069	0.480000	17885
980	FF_236	0.382000	17886
981	FF_93	0.337000	17887
987	FF_6451	0.583000	17888
988	FF_6452	0.583000	17889
989	FF_6453	0.583000	17890
990	FF_6454	0.583000	17891
991	FF_6455	0.583000	17892
993	FF_6456	0.501000	17893
994	FF_6457	0.501000	17894
995	FF_6458	0.501000	17895
997	FF_6459	0.559000	17896
998	FF_6460	0.559000	17897
999	FF_6461	0.559000	17898
1000	FF_6462	0.559000	17899
1002	FF_6463	0.544000	17900
1003	FF_6464	0.544000	17901
1004	FF_6465	0.544000	17902
1005	FF_6466	0.544000	17903
1006	FF_6467	0.544000	17904
1009	FF_6468	0.499000	17905
1011	FF_6469	0.573000	17906
1012	FF_6470	0.573000	17907
1013	FF_6471	0.573000	17908
1014	FF_6472	0.573000	17909
1016	FF_6473	0.557000	17910
1017	FF_6474	0.557000	17911
1018	FF_6475	0.557000	17912
1019	FF_6476	0.557000	17913
1020	FF_6477	0.557000	17914
1022	FF_6478	0.509000	17915
1023	FF_702	0.425000	17916
1024	FF_703	0.425000	17917
1029	FF_6479	0.578000	17918
1030	FF_6480	0.578000	17919
1031	FF_6481	0.578000	17920
1033	FF_6482	0.565000	17921
1034	FF_6483	0.565000	17922
1035	FF_6484	0.565000	17923
1037	FF_6485	0.602000	17924
1038	FF_6486	0.602000	17925
1039	FF_6487	0.602000	17926
1040	FF_6488	0.602000	17927
1041	FF_6489	0.602000	17928
1043	FF_6490	0.541000	17929
1044	FF_2070	0.533000	17930
1047	FF_6491	0.583000	17931
1049	FF_6492	0.559000	17932
1050	FF_6493	0.559000	17933
1051	FF_6494	0.559000	17934
1053	FF_6495	0.583000	17935
1055	FF_6496	0.597000	17936
1056	FF_6497	0.597000	17937
1057	FF_6498	0.597000	17938
1058	FF_6499	0.597000	17939
1059	FF_2071	0.533000	17940
1062	FF_6500	0.578000	17941
1063	FF_6501	0.578000	17942
1064	FF_6502	0.578000	17943
1066	FF_6503	0.612000	17944
1067	FF_6504	0.612000	17945
1068	FF_6505	0.612000	17946
1070	FF_6506	0.622000	17947
1071	FF_6507	0.622000	17948
1072	FF_6508	0.622000	17949
1073	FF_6509	0.622000	17950
1074	FF_6510	0.622000	17951
1076	FF_6511	0.556000	17952
1077	FF_2072	0.546000	17953
1078	FF_704	0.457000	17954
1082	FF_6512	0.658000	17955
1083	FF_6513	0.658000	17956
1084	FF_6514	0.658000	17957
1085	FF_6515	0.658000	17958
1086	FF_6516	0.658000	17959
1088	FF_6517	0.585000	17960
1089	FF_6518	0.585000	17961
1090	FF_2073	0.569000	17962
1091	FF_2074	0.569000	17963
1092	FF_705	0.485000	17964
1093	FF_706	0.485000	17965
1094	FF_707	0.485000	17966
1098	FF_6519	0.547000	17967
1099	FF_6520	0.547000	17968
1100	FF_6521	0.547000	17969
1101	FF_6522	0.547000	17970
1103	FF_6523	0.517000	17971
1104	FF_6524	0.517000	17972
1105	FF_6525	0.517000	17973
1107	FF_6526	0.517000	17974
1108	FF_6527	0.517000	17975
1109	FF_6528	0.517000	17976
1111	FF_6529	0.501000	17977
1114	FF_6530	0.557000	17978
1115	FF_6531	0.557000	17979
1117	FF_6532	0.614000	17980
1118	FF_6533	0.614000	17981
1119	FF_6534	0.614000	17982
1120	FF_6535	0.614000	17983
1121	FF_6536	0.614000	17984
1123	FF_6537	0.604000	17985
1124	FF_6538	0.604000	17986
1125	FF_6539	0.604000	17987
1126	FF_6540	0.604000	17988
1127	FF_6541	0.604000	17989
1129	FF_6542	0.580000	17990
1130	FF_6543	0.580000	17991
1131	FF_6544	0.580000	17992
1132	FF_6545	0.580000	17993
1134	FF_6546	0.604000	17994
1135	FF_6547	0.604000	17995
1136	FF_6548	0.604000	17996
1137	FF_6549	0.604000	17997
1138	FF_6550	0.604000	17998
1139	FF_708	0.446000	17999
1140	FF_709	0.446000	18000
1144	FF_6551	0.479000	18001
1145	FF_2075	0.459000	18002
1146	FF_710	0.437000	18003
1147	FF_711	0.437000	18004
1148	FF_237	0.401000	18005
1149	FF_94	0.333000	18006
1150	FF_95	0.333000	18007
1156	FF_6552	0.631000	18008
1157	FF_6553	0.631000	18009
1158	FF_6554	0.631000	18010
1159	FF_6555	0.631000	18011
1160	FF_6556	0.631000	18012
1162	FF_6557	0.599000	18013
1163	FF_6558	0.599000	18014
1164	FF_6559	0.599000	18015
1166	FF_6560	0.593000	18016
1169	FF_6561	0.557000	18017
1171	FF_6562	0.568000	18018
1172	FF_6563	0.568000	18019
1173	FF_6564	0.568000	18020
1175	FF_6565	0.650000	18021
1176	FF_6566	0.650000	18022
1177	FF_6567	0.650000	18023
1178	FF_6568	0.650000	18024
1179	FF_6569	0.650000	18025
1181	FF_6570	0.558000	18026
1182	FF_6571	0.558000	18027
1183	FF_712	0.497000	18028
1184	FF_713	0.497000	18029
1185	FF_714	0.497000	18030
1189	FF_6572	0.600000	18031
1190	FF_6573	0.600000	18032
1191	FF_6574	0.600000	18033
1192	FF_6575	0.600000	18034
1194	FF_6576	0.600000	18035
1195	FF_6577	0.600000	18036
1196	FF_6578	0.600000	18037
1198	FF_6579	0.621000	18038
1199	FF_6580	0.621000	18039
1200	FF_6581	0.621000	18040
1202	FF_6582	0.605000	18041
1203	FF_6583	0.605000	18042
1204	FF_6584	0.605000	18043
1205	FF_6585	0.605000	18044
1206	FF_2076	0.555000	18045
1207	FF_715	0.447000	18046
1208	FF_716	0.447000	18047
1212	FF_6586	0.619000	18048
1213	FF_6587	0.619000	18049
1214	FF_6588	0.619000	18050
1215	FF_6589	0.619000	18051
1217	FF_6590	0.571000	18052
1218	FF_6591	0.571000	18053
