path_lp_idx	path_design_idx	launch_name	capture_name	launch_ff_idx	capture_ff_idx	data_ss	data_ff	slack_ss_x0	slack_ff_x0
55	55	FF_1332	FF_1022	1305	934	0.250800000	0.191300000	0.081200000	0.147200000
56	56	FF_98	FF_1022	395	934	0.187100000	0.185200000	0.238900000	0.098600000
57	57	FF_1019	FF_1022	931	934	0.243400000	0.172300000	0.032600000	0.157300000
58	58	FF_30	FF_1022	597	934	0.208200000	0.170800000	0.229800000	0.071900000
59	59	FF_1175	FF_1022	1114	934	0.201600000	0.174100000	0.070400000	0.156700000
60	60	FF_1122	FF_1022	1058	934	0.152900000	0.181500000	0.202100000	0.125200000
61	61	FF_1010	FF_1022	922	934	0.251700000	0.174200000	0.048300000	0.147900000
62	62	FF_358	FF_1022	160	934	0.239900000	0.217500000	0.100100000	0.172400000
63	63	FF_409	FF_1023	214	936	0.235600000	0.208600000	0.003400000	0.206500000
64	64	FF_608	FF_1023	442	936	0.239900000	0.153800000	0.082100000	0.110500000
65	65	FF_946	FF_1024	853	937	0.194400000	0.233500000	0.074600000	0.223400000
66	66	FF_1	FF_1025	951	938	0.181300000	0.221600000	0.399700000	0.059400000
67	67	FF_1041	FF_1025	960	938	0.233200000	0.220400000	0.059800000	0.195900000
68	68	FF_1097	FF_1026	1028	939	0.234200000	0.168600000	0.043800000	0.152600000
69	69	FF_573	FF_1027	401	940	0.249200000	0.230400000	0.146800000	0.158700000
70	70	FF_1054	FF_1028	976	941	0.191400000	0.221100000	0.081600000	0.202300000
71	71	FF_1118	FF_1028	1049	941	0.154700000	0.253300000	0.054300000	0.265400000
72	72	FF_439	FF_1028	253	941	0.240100000	0.195000000	0.060900000	0.163900000
73	73	FF_1250	FF_1028	1209	941	0.151600000	0.211900000	0.178400000	0.168500000
74	74	FF_1450	FF_1028	1441	941	0.162500000	0.154900000	0.104500000	0.143800000
75	75	FF_939	FF_1030	846	944	0.243200000	0.203200000	0.061800000	0.177900000
76	76	FF_979	FF_1030	888	944	0.155100000	0.154600000	0.080900000	0.159500000
77	77	FF_177	FF_1030	1139	944	0.158000000	0.251300000	0.251000000	0.174900000
78	78	FF_1213	FF_1030	1165	944	0.163500000	0.215700000	0.121500000	0.198700000
79	79	FF_1417	FF_1030	1406	944	0.203700000	0.183700000	0.021300000	0.191500000
80	80	FF_1016	FF_1030	928	944	0.235000000	0.150100000	0.013000000	0.151200000
81	81	FF_718	FF_1030	567	944	0.214900000	0.236400000	0.104100000	0.197000000
82	82	FF_574	FF_1030	402	944	0.246700000	0.172300000	0.116300000	0.117200000
83	83	FF_1292	FF_1030	1262	944	0.218700000	0.189800000	0.066300000	0.172800000
84	84	FF_972	FF_1030	880	944	0.176200000	0.248500000	0.068800000	0.248600000
85	85	FF_687	FF_1029	526	942	0.248600000	0.234700000	-0.031600000	0.239800000
86	86	FF_458	FF_1031	273	945	0.164000000	0.194700000	0.097000000	0.187600000
87	87	FF_227	FF_1032	19	946	0.153900000	0.225100000	0.184100000	0.184200000
88	88	FF_936	FF_1033	843	947	0.158700000	0.223700000	0.140300000	0.201000000
89	89	FF_1463	FF_1034	1455	948	0.217700000	0.244500000	0.153300000	0.187900000
90	90	FF_645	FF_1034	479	948	0.178100000	0.193200000	0.072900000	0.186100000
91	91	FF_282	FF_1034	82	948	0.224100000	0.171600000	0.177900000	0.100900000
92	92	FF_738	FF_1034	591	948	0.189500000	0.207800000	0.140500000	0.164700000
93	93	FF_1437	FF_1034	1428	948	0.182700000	0.207400000	0.114300000	0.186800000
94	94	FF_1206	FF_1034	1155	948	0.168700000	0.252400000	0.247300000	0.175100000
95	95	FF_246	FF_1034	43	948	0.196500000	0.197200000	0.192500000	0.133500000
96	96	FF_890	FF_1034	787	948	0.217200000	0.237200000	0.035800000	0.235800000
97	97	FF_1367	FF_1034	1341	948	0.217800000	0.223900000	0.156200000	0.161200000
98	98	FF_355	FF_1034	157	948	0.167100000	0.164800000	0.198900000	0.112400000
99	99	FF_517	FF_1035	337	949	0.204500000	0.193700000	0.137500000	0.150600000
100	100	FF_1050	FF_1035	969	949	0.188300000	0.226200000	0.144700000	0.187800000
101	101	FF_291	FF_1036	92	953	0.161700000	0.151900000	0.187300000	0.106400000
102	102	FF_496	FF_1037	316	954	0.229600000	0.198800000	0.118400000	0.154300000
103	103	FF_466	FF_1038	282	955	0.215300000	0.234100000	0.072700000	0.215800000
104	104	FF_190	FF_1040	1350	957	0.177600000	0.188600000	0.259400000	0.099800000
105	105	FF_1049	FF_1040	968	957	0.236700000	0.191900000	0.084300000	0.158300000
106	106	FF_18	FF_1040	9	957	0.191200000	0.208600000	0.293800000	0.097300000
107	107	FF_923	FF_1040	825	957	0.176300000	0.252000000	0.156700000	0.212500000
108	108	FF_596	FF_1039	428	956	0.244100000	0.183600000	0.161900000	0.110100000
109	109	FF_24	FF_1039	437	956	0.206700000	0.204100000	0.336300000	0.063200000
110	110	FF_121	FF_1039	596	956	0.191600000	0.192700000	0.181400000	0.129800000
111	111	FF_999	FF_1039	911	956	0.195600000	0.152500000	0.089400000	0.135900000
112	112	FF_684	FF_1039	523	956	0.237800000	0.225000000	0.007200000	0.221100000
113	113	FF_586	FF_1039	417	956	0.248500000	0.254500000	0.136500000	0.190200000
114	114	FF_1336	FF_1039	1309	956	0.184100000	0.221000000	0.154900000	0.177800000
115	115	FF_142	FF_1039	740	956	0.191000000	0.217000000	0.162000000	0.166400000
116	116	FF_834	FF_1039	708	956	0.214900000	0.237300000	0.119100000	0.197500000
117	117	FF_260	FF_1039	57	956	0.252700000	0.227900000	0.124300000	0.169000000
118	118	FF_191	FF_1041	1351	960	0.221300000	0.155000000	0.189700000	0.077300000
119	119	FF_723	FF_1042	576	961	0.171200000	0.204300000	0.086800000	0.195300000
120	120	FF_1336	FF_1043	1309	962	0.225000000	0.196100000	0.088000000	0.164000000
121	121	FF_776	FF_1043	640	962	0.190300000	0.247100000	0.065700000	0.242700000
122	122	FF_782	FF_1044	646	963	0.161800000	0.150600000	0.094200000	0.146200000
123	123	FF_1396	FF_1044	1377	963	0.204500000	0.182400000	0.068500000	0.169600000
124	124	FF_513	FF_1045	333	964	0.222100000	0.179200000	0.081900000	0.152000000
125	125	FF_1492	FF_1046	1484	965	0.175300000	0.211900000	0.074700000	0.208900000
126	126	FF_1320	FF_1046	1292	965	0.206100000	0.239900000	0.060900000	0.226100000
127	127	FF_1448	FF_1047	1439	966	0.158500000	0.198400000	0.110500000	0.189400000
128	128	FF_98	FF_1047	395	966	0.237500000	0.251100000	0.166500000	0.177800000
129	129	FF_474	FF_1048	293	967	0.168400000	0.204100000	0.117600000	0.185900000
130	130	FF_532	FF_1048	352	967	0.243000000	0.236100000	0.038000000	0.219900000
131	131	FF_1342	FF_1050	1316	969	0.162900000	0.243000000	0.114100000	0.225600000
132	132	FF_1489	FF_1049	1481	968	0.253400000	0.181600000	-0.035400000	0.191400000
133	133	FF_226	FF_1049	18	968	0.187600000	0.238200000	0.127400000	0.206700000
134	134	FF_303	FF_1049	104	968	0.221300000	0.171100000	0.088700000	0.141900000
135	135	FF_561	FF_1051	382	970	0.168900000	0.238800000	0.171100000	0.195500000
136	136	FF_823	FF_1051	695	970	0.193800000	0.160300000	0.066200000	0.149700000
137	137	FF_950	FF_1051	857	970	0.231200000	0.151800000	0.011800000	0.154000000
138	138	FF_829	FF_1051	702	970	0.173000000	0.186300000	0.120000000	0.160400000
139	139	FF_725	FF_1051	578	970	0.153800000	0.229500000	0.085200000	0.228000000
140	140	FF_662	FF_1051	497	970	0.228600000	0.214500000	0.004400000	0.214600000
141	141	FF_376	FF_1051	181	970	0.246100000	0.167400000	0.048900000	0.143400000
142	142	FF_970	FF_1051	878	970	0.173100000	0.208500000	0.048900000	0.218000000
143	143	FF_523	FF_1052	343	971	0.165100000	0.168500000	0.116900000	0.150800000
144	144	FF_836	FF_1053	710	972	0.193400000	0.239800000	0.105600000	0.214300000
145	145	FF_1250	FF_1054	1209	976	0.236300000	0.158700000	0.096700000	0.119100000
146	146	FF_591	FF_1054	423	976	0.175700000	0.165300000	0.237300000	0.087900000
147	147	FF_1169	FF_1055	1107	977	0.164100000	0.176900000	0.164900000	0.142100000
148	148	FF_76	FF_1055	61	977	0.165600000	0.216200000	0.218400000	0.154900000
149	149	FF_105	FF_1055	493	977	0.220800000	0.164500000	0.101200000	0.125000000
150	150	FF_352	FF_1056	154	978	0.155700000	0.198800000	0.173300000	0.164000000
151	151	FF_871	FF_1056	765	978	0.241100000	0.157100000	0.015900000	0.149900000
152	152	FF_159	FF_1057	882	979	0.197200000	0.210500000	0.075800000	0.196900000
153	153	FF_1414	FF_1057	1403	979	0.156700000	0.248700000	0.046300000	0.267500000
154	154	FF_516	FF_1058	336	980	0.177400000	0.211100000	0.108600000	0.193000000
155	155	FF_637	FF_1060	471	982	0.225200000	0.193000000	0.070800000	0.166300000
156	156	FF_99	FF_1060	396	982	0.239500000	0.191400000	0.146500000	0.127200000
157	157	FF_1239	FF_1059	1198	981	0.194300000	0.176100000	0.066700000	0.168200000
158	158	FF_586	FF_1061	417	983	0.188200000	0.252000000	0.152800000	0.207900000
159	159	FF_90	FF_1062	276	984	0.191400000	0.151800000	0.125600000	0.117800000
160	160	FF_1319	FF_1062	1291	984	0.166600000	0.235300000	0.101400000	0.223100000
161	161	FF_391	FF_1063	196	985	0.249300000	0.238500000	0.046700000	0.216100000
162	162	FF_1499	FF_1063	1495	985	0.187600000	0.194600000	0.123400000	0.163900000
163	163	FF_578	FF_1064	406	986	0.159600000	0.205100000	0.181400000	0.161000000
164	164	FF_1284	FF_1064	1254	986	0.203000000	0.166900000	0.081000000	0.151700000
165	165	FF_1150	FF_1065	1088	988	0.192100000	0.182800000	0.080900000	0.173500000
166	166	FF_1131	FF_1065	1067	988	0.240100000	0.186200000	0.123900000	0.131000000
167	167	FF_922	FF_1065	824	988	0.160200000	0.154100000	0.142800000	0.132200000
168	168	FF_564	FF_1066	385	989	0.201900000	0.242300000	0.140100000	0.202800000
169	169	FF_592	FF_1066	424	989	0.201300000	0.248400000	0.184700000	0.183500000
170	170	FF_1470	FF_1066	1462	989	0.241200000	0.237600000	-0.018200000	0.251300000
171	171	FF_1117	FF_1067	1048	990	0.197700000	0.227700000	-0.003700000	0.253100000
172	172	FF_1412	FF_1068	1401	991	0.206600000	0.233700000	0.037400000	0.238200000
173	173	FF_1434	FF_1068	1423	991	0.203500000	0.190700000	0.042500000	0.193600000
174	174	FF_579	FF_1070	410	993	0.169400000	0.181900000	0.133600000	0.156100000
175	175	FF_977	FF_1070	886	993	0.230500000	0.229400000	-0.044500000	0.258900000
176	176	FF_515	FF_1070	335	993	0.201900000	0.186000000	0.085100000	0.170000000
177	177	FF_743	FF_1069	602	992	0.170700000	0.181000000	0.086300000	0.177100000
178	178	FF_941	FF_1069	848	992	0.203800000	0.199500000	0.042200000	0.205200000
179	179	FF_436	FF_1069	246	992	0.157200000	0.242800000	0.173800000	0.208200000
180	180	FF_1336	FF_1069	1309	992	0.238400000	0.247500000	0.057600000	0.226600000
181	181	FF_949	FF_1069	856	992	0.254300000	0.235500000	-0.009300000	0.241400000
182	182	FF_469	FF_1069	285	992	0.204500000	0.185300000	0.047500000	0.185900000
183	183	FF_269	FF_1069	69	992	0.249700000	0.185900000	0.071300000	0.156700000
184	184	FF_48	FF_1069	1013	992	0.165700000	0.241300000	0.206300000	0.181100000
185	185	FF_1151	FF_1069	1089	992	0.235900000	0.203700000	0.077100000	0.178000000
186	186	FF_1495	FF_1069	1487	992	0.234800000	0.202900000	-0.014800000	0.216400000
187	187	FF_1028	FF_1071	941	994	0.194700000	0.217800000	0.066300000	0.216100000
188	188	FF_276	FF_1072	76	996	0.245200000	0.154700000	0.101800000	0.109400000
189	189	FF_645	FF_1073	479	997	0.221600000	0.163400000	-0.012600000	0.176100000
190	190	FF_1188	FF_1073	1131	997	0.205400000	0.214600000	0.126600000	0.177800000
191	191	FF_1303	FF_1073	1275	997	0.239000000	0.231500000	0.019000000	0.227500000
192	192	FF_239	FF_1073	35	997	0.156500000	0.236400000	0.191500000	0.192500000
193	193	FF_1460	FF_1073	1451	997	0.224700000	0.170100000	0.054300000	0.156700000
194	194	FF_839	FF_1073	716	997	0.228300000	0.198700000	0.083700000	0.172100000
195	195	FF_1465	FF_1073	1457	997	0.167200000	0.204100000	0.154800000	0.170300000
196	196	FF_525	FF_1073	345	997	0.217300000	0.205500000	0.079700000	0.184200000
197	197	FF_1370	FF_1073	1346	997	0.178600000	0.165600000	0.152400000	0.129000000
198	198	FF_894	FF_1073	792	997	0.214100000	0.216000000	0.041900000	0.216000000
199	199	FF_1063	FF_1074	985	998	0.200500000	0.170500000	0.089500000	0.150300000
200	200	FF_1469	FF_1075	1461	999	0.156800000	0.179700000	0.079200000	0.186100000
201	201	FF_105	FF_1076	493	1000	0.186000000	0.199400000	0.117000000	0.167400000
202	202	FF_683	FF_1077	522	1001	0.212700000	0.216600000	0.001300000	0.227400000
203	203	FF_1307	FF_1078	1279	1002	0.220600000	0.201100000	0.063400000	0.186000000
204	204	FF_638	FF_1078	472	1002	0.169800000	0.244000000	0.113200000	0.223000000
205	205	FF_471	FF_1080	290	1004	0.182600000	0.243800000	0.080400000	0.237000000
206	206	FF_387	FF_1080	192	1004	0.214400000	0.220400000	0.076600000	0.200300000
207	207	FF_301	FF_1080	102	1004	0.184900000	0.248900000	0.100100000	0.232800000
208	208	FF_440	FF_1080	254	1004	0.157800000	0.209300000	0.122200000	0.191700000
209	209	FF_196	FF_1080	1390	1004	0.216300000	0.223300000	0.128700000	0.178200000
210	210	FF_38	FF_1080	750	1004	0.236800000	0.238800000	0.175200000	0.160700000
211	211	FF_1415	FF_1080	1404	1004	0.190800000	0.193400000	0.007200000	0.214500000
212	212	FF_390	FF_1080	195	1004	0.183900000	0.206600000	0.107100000	0.186500000
213	213	FF_598	FF_1080	430	1004	0.187400000	0.230200000	0.130600000	0.195400000
214	214	FF_1410	FF_1080	1399	1004	0.164500000	0.209500000	0.062500000	0.219100000
215	215	FF_149	FF_1079	789	1003	0.204100000	0.176200000	0.081900000	0.157100000
216	216	FF_40	FF_1079	758	1003	0.243100000	0.204300000	0.159900000	0.129300000
217	217	FF_1221	FF_1079	1173	1003	0.160500000	0.215600000	0.123500000	0.200500000
218	218	FF_599	FF_100	431	407	0.188700000	0.224000000	-0.019700000	0.258800000
219	219	FF_329	FF_100	131	407	0.201700000	0.236400000	-0.046700000	0.280800000
220	220	FF_207	FF_100	1493	407	0.169800000	0.222000000	0.023200000	0.246300000
221	221	FF_244	FF_1081	40	1005	0.229600000	0.170100000	0.099400000	0.133700000
222	222	FF_329	FF_101	131	408	0.201300000	0.178300000	-0.046300000	0.222700000
223	223	FF_881	FF_101	776	408	0.230000000	0.153700000	-0.132000000	0.222800000
224	224	FF_344	FF_1082	146	1006	0.175400000	0.220900000	0.119600000	0.200500000
225	225	FF_1301	FF_1082	1271	1006	0.243300000	0.213800000	0.043700000	0.194000000
226	226	FF_1275	FF_1082	1243	1006	0.232800000	0.225700000	0.020200000	0.220300000
227	227	FF_111	FF_102	540	409	0.131900000	0.192500000	-0.014900000	0.245100000
228	228	FF_610	FF_102	444	409	0.184500000	0.238800000	-0.056500000	0.288100000
229	229	FF_1029	FF_102	942	409	0.245000000	0.215300000	-0.139000000	0.283400000
230	230	FF_531	FF_1083	351	1007	0.228500000	0.236600000	0.028500000	0.232000000
231	231	FF_1398	FF_1083	1380	1007	0.219700000	0.195200000	0.100300000	0.161600000
232	232	FF_699	FF_103	538	419	0.218200000	0.195400000	-0.157200000	0.276200000
233	233	FF_617	FF_1084	451	1008	0.151500000	0.247200000	0.137500000	0.223500000
234	234	FF_1077	FF_104	1001	436	0.167000000	0.161100000	-0.046000000	0.218100000
235	235	FF_415	FF_1085	221	1009	0.229700000	0.245900000	-0.019700000	0.259700000
236	236	FF_1089	FF_105	1014	493	0.205200000	0.236700000	-0.005200000	0.256300000
237	237	FF_1146	FF_105	1084	493	0.157100000	0.192300000	0.106900000	0.190800000
238	238	FF_303	FF_1086	104	1010	0.184900000	0.194600000	0.132100000	0.164300000
239	239	FF_501	FF_106	321	506	0.150600000	0.245600000	0.126400000	0.238400000
240	240	FF_962	FF_106	869	506	0.212100000	0.162300000	0.009900000	0.179200000
241	241	FF_297	FF_106	98	506	0.233700000	0.189200000	0.049300000	0.178900000
242	242	FF_356	FF_106	158	506	0.210600000	0.155400000	0.062400000	0.149800000
243	243	FF_190	FF_106	1350	506	0.185500000	0.228300000	0.180500000	0.176800000
244	244	FF_1118	FF_106	1049	506	0.241400000	0.180500000	-0.075400000	0.220900000
245	245	FF_360	FF_106	162	506	0.192600000	0.153300000	0.080400000	0.147700000
246	246	FF_1500	FF_106	1496	506	0.204500000	0.227600000	0.079500000	0.214000000
247	247	FF_738	FF_106	591	506	0.211800000	0.238400000	0.035200000	0.237400000
248	248	FF_1431	FF_106	1420	506	0.220000000	0.235900000	-0.002000000	0.253800000
249	249	FF_1174	FF_1087	1113	1011	0.187000000	0.157500000	0.051000000	0.159800000
250	250	FF_1060	FF_107	982	513	0.159400000	0.179100000	0.082600000	0.184600000
251	251	FF_1423	FF_107	1412	513	0.221700000	0.231500000	-0.023700000	0.259300000
252	252	FF_1231	FF_1088	1190	1012	0.151900000	0.226100000	0.096100000	0.222700000
253	253	FF_1443	FF_1088	1434	1012	0.183400000	0.179500000	0.083600000	0.172200000
254	254	FF_189	FF_108	1349	514	0.253400000	0.190400000	0.105600000	0.142300000
255	255	FF_600	FF_108	432	514	0.151000000	0.160700000	0.138000000	0.144100000
256	256	FF_300	FF_108	101	514	0.175600000	0.173600000	0.080400000	0.175700000
257	257	FF_1082	FF_10	1006	1186	0.236700000	0.179000000	-0.166700000	0.261500000
258	258	FF_1099	FF_1100	1030	1031	0.220400000	0.192700000	0.055600000	0.177700000
259	259	FF_131	FF_1090	662	1015	0.235400000	0.211800000	0.119600000	0.165400000
260	260	FF_1146	FF_1089	1084	1014	0.206500000	0.185200000	0.133500000	0.149100000
261	261	FF_256	FF_1089	53	1014	0.180300000	0.215200000	0.159700000	0.176600000
262	262	FF_780	FF_1089	644	1014	0.214600000	0.185000000	0.064400000	0.175800000
263	263	FF_3	FF_110	1501	539	0.227100000	0.248700000	0.320900000	0.110700000
264	264	FF_1136	FF_109	1072	515	0.216600000	0.183900000	0.093400000	0.154400000
265	265	FF_1226	FF_109	1178	515	0.153300000	0.211100000	0.096700000	0.216400000
266	266	FF_1347	FF_109	1321	515	0.207500000	0.197600000	0.037500000	0.202100000
267	267	FF_273	FF_109	73	515	0.168300000	0.191900000	0.130700000	0.172300000
268	268	FF_903	FF_109	801	515	0.195000000	0.195200000	0.020000000	0.217500000
269	269	FF_15	FF_109	1235	515	0.208400000	0.239200000	0.236600000	0.147400000
270	270	FF_1408	FF_109	1394	515	0.246800000	0.234400000	0.017200000	0.233500000
271	271	FF_1186	FF_109	1127	515	0.213600000	0.206400000	0.060400000	0.199100000
272	272	FF_891	FF_109	788	515	0.161900000	0.151300000	0.021100000	0.186400000
273	273	FF_462	FF_109	278	515	0.225500000	0.251900000	0.037500000	0.246400000
274	274	FF_355	FF_11	157	1187	0.181800000	0.217500000	-0.082800000	0.289900000
275	275	FF_615	FF_1101	449	1032	0.187700000	0.254000000	0.118300000	0.219600000
276	276	FF_319	FF_1101	121	1032	0.218300000	0.229500000	0.123700000	0.184400000
277	277	FF_119	FF_1091	592	1016	0.213700000	0.181600000	0.154300000	0.126100000
278	278	FF_621	FF_1091	455	1016	0.175500000	0.186000000	0.167500000	0.142500000
279	279	FF_793	FF_111	661	540	0.177000000	0.237400000	0.098000000	0.229700000
280	280	FF_309	FF_12	110	1188	0.161400000	0.172700000	-0.072400000	0.249800000
281	281	FF_42	FF_1102	815	1033	0.195600000	0.197900000	0.231400000	0.111100000
282	282	FF_357	FF_1092	159	1017	0.216500000	0.227600000	0.132500000	0.187400000
283	283	FF_925	FF_1092	828	1017	0.177600000	0.162400000	0.136400000	0.139500000
284	284	FF_206	FF_1092	1492	1017	0.230100000	0.197500000	0.165900000	0.132400000
285	285	FF_1354	FF_112	1328	541	0.185200000	0.198100000	0.064800000	0.200200000
286	286	FF_675	FF_112	511	541	0.158100000	0.200900000	0.048900000	0.219700000
287	287	FF_843	FF_112	727	541	0.177000000	0.187200000	0.088000000	0.187500000
288	288	FF_113	FF_13	543	1189	0.255000000	0.173800000	-0.111000000	0.219000000
289	289	FF_1007	FF_1103	919	1034	0.178900000	0.234400000	0.114100000	0.212900000
290	290	FF_689	FF_1093	528	1023	0.165600000	0.246000000	0.054400000	0.251400000
291	291	FF_540	FF_1093	360	1023	0.244900000	0.216000000	0.035100000	0.200000000
292	292	FF_1107	FF_1093	1038	1023	0.234800000	0.153000000	0.045200000	0.137700000
293	293	FF_1026	FF_113	939	543	0.246700000	0.244900000	-0.084700000	0.288100000
294	294	FF_1055	FF_14	977	1234	0.234500000	0.201800000	-0.180500000	0.291500000
295	295	FF_1169	FF_14	1107	1234	0.224000000	0.253400000	-0.117000000	0.323300000
296	296	FF_227	FF_14	19	1234	0.237900000	0.226300000	-0.124900000	0.293700000
297	297	FF_535	FF_14	355	1234	0.207600000	0.157500000	-0.147600000	0.247700000
298	298	FF_100	FF_14	407	1234	0.158200000	0.235300000	0.068800000	0.245700000
299	299	FF_331	FF_1104	133	1035	0.167100000	0.208600000	0.160900000	0.168800000
300	300	FF_1024	FF_1104	937	1035	0.199700000	0.237000000	0.074300000	0.223000000
301	301	FF_1213	FF_1104	1165	1035	0.225900000	0.221000000	0.070100000	0.197400000
302	302	FF_1337	FF_1094	1310	1024	0.204800000	0.254500000	0.100200000	0.224900000
303	303	FF_386	FF_1094	191	1024	0.234700000	0.221900000	0.052300000	0.200300000
304	304	FF_1355	FF_1094	1329	1024	0.230600000	0.207900000	0.024400000	0.199100000
305	305	FF_325	FF_1094	127	1024	0.249500000	0.247900000	0.069500000	0.213800000
306	306	FF_580	FF_1094	411	1024	0.241300000	0.171200000	0.070700000	0.136700000
307	307	FF_111	FF_1094	540	1024	0.230500000	0.212000000	0.050500000	0.186100000
308	308	FF_1389	FF_1094	1370	1024	0.194800000	0.254300000	0.070200000	0.244000000
309	309	FF_0	FF_1094	599	1024	0.222900000	0.208700000	0.330100000	0.059800000
310	310	FF_911	FF_1094	810	1024	0.241500000	0.214500000	-0.001500000	0.216200000
311	311	FF_769	FF_1094	633	1024	0.177900000	0.238800000	0.108100000	0.217000000
312	312	FF_487	FF_114	307	544	0.174400000	0.218000000	0.060600000	0.228600000
313	313	FF_1240	FF_114	1199	544	0.182300000	0.172600000	0.019700000	0.195300000
314	314	FF_626	FF_114	460	544	0.192900000	0.235500000	-0.017900000	0.265500000
315	315	FF_1318	FF_114	1290	544	0.244400000	0.200100000	-0.055400000	0.227500000
