# Clock tree = real buffer cell delays (SS, after apply)
# Segment tree = bottom-up target branch delays
# *_in_edge = incoming buffer delay; *_node_delay = cumulative from root
# fanout==1 FF merged with parent; -- if node absent in that tree
logical_id	name	kind	level	repr_nodes	clock_in_edge	clock_node_delay	seg_in_edge	seg_node_delay	diff
43	BUF_523	BUF	6	43	0.079000	0.398000	0.063000	0.306000	-0.092000
44	FF_488	FF	7	44	0.000000	0.398000	0.000000	0.306000	-0.092000
45	FF_489	FF	7	45	0.000000	0.398000	0.000000	0.306000	-0.092000
46	FF_490	FF	7	46	0.000000	0.398000	0.000000	0.306000	-0.092000
47	FF_491	FF	7	47	0.000000	0.398000	0.000000	0.306000	-0.092000
48	FF_492	FF	7	48	0.000000	0.398000	0.000000	0.306000	-0.092000
49	BUF_524	BUF	6	49	0.032000	0.351000	0.063000	0.306000	-0.045000
50	FF_493	FF	7	50	0.000000	0.351000	0.000000	0.306000	-0.045000
51	FF_494	FF	7	51	0.000000	0.351000	0.000000	0.306000	-0.045000
52	FF_495	FF	7	52	0.000000	0.351000	0.000000	0.306000	-0.045000
53	BUF_525	BUF	6	53	0.022000	0.341000	0.063000	0.306000	-0.035000
54	FF_496	FF	7	54	0.000000	0.341000	0.000000	0.306000	-0.035000
55	FF_497	FF	7	55	0.000000	0.341000	0.000000	0.306000	-0.035000
56	FF_137	FF	6	56	0.000000	0.319000	0.000000	0.243000	-0.076000
57	BUF_162	BUF	5	57	0.045000	0.296000	0.063000	0.243000	-0.053000
58	BUF_526	BUF	6	58	0.011000	0.307000	0.039000	0.282000	-0.025000
59	FF_498	FF	7	59	0.000000	0.307000	0.000000	0.282000	-0.025000
60	FF_499	FF	7	60	0.000000	0.307000	0.000000	0.282000	-0.025000
61	BUF_527	BUF	6	61	0.063000	0.359000	0.039000	0.282000	-0.077000
62	FF_500	FF	7	62	0.000000	0.359000	0.000000	0.282000	-0.077000
63	FF_501	FF	7	63	0.000000	0.359000	0.000000	0.282000	-0.077000
64	FF_502	FF	7	64	0.000000	0.359000	0.000000	0.282000	-0.077000
65	FF_503	FF	7	65	0.000000	0.359000	0.000000	0.282000	-0.077000
66	FF_504	FF	7	66	0.000000	0.359000	0.000000	0.282000	-0.077000
67	FF_138	FF	6	67	0.000000	0.296000	0.000000	0.243000	-0.053000
68	FF_139	FF	6	68	0.000000	0.296000	0.000000	0.243000	-0.053000
69	BUF_163	BUF	5	69	0.016000	0.267000	0.063000	0.243000	-0.024000
70	BUF_528	BUF	6	70	0.011000	0.278000	0.011000	0.254000	-0.024000
71	FF_505	FF	7	71	0.000000	0.278000	0.000000	0.254000	-0.024000
72	FF_506	FF	7	72	0.000000	0.278000	0.000000	0.254000	-0.024000
73	BUF_529	BUF	6	73	0.063000	0.330000	0.011000	0.254000	-0.076000
74	FF_507	FF	7	74	0.000000	0.330000	0.000000	0.254000	-0.076000
75	FF_508	FF	7	75	0.000000	0.330000	0.000000	0.254000	-0.076000
76	FF_509	FF	7	76	0.000000	0.330000	0.000000	0.254000	-0.076000
77	FF_510	FF	7	77	0.000000	0.330000	0.000000	0.254000	-0.076000
78	FF_511	FF	7	78	0.000000	0.330000	0.000000	0.254000	-0.076000
79	BUF_164	BUF	5	79	0.084000	0.335000	0.063000	0.243000	-0.092000
80	BUF_530+FF_512	BUF+FF	6	80+81	0.005000	0.340000	0.039000	0.282000	-0.058000
82	FF_140	FF	6	82	0.000000	0.335000	0.000000	0.243000	-0.092000
83	FF_141	FF	6	83	0.000000	0.335000	0.000000	0.243000	-0.092000
84	FF_142	FF	6	84	0.000000	0.335000	0.000000	0.243000	-0.092000
85	BUF_165	BUF	5	85	0.064000	0.315000	0.063000	0.243000	-0.072000
86	BUF_531+FF_513	BUF+FF	6	86+87	0.005000	0.320000	0.039000	0.282000	-0.038000
88	BUF_532	BUF	6	88	0.011000	0.326000	0.039000	0.282000	-0.044000
89	FF_514	FF	7	89	0.000000	0.326000	0.000000	0.282000	-0.044000
90	FF_515	FF	7	90	0.000000	0.326000	0.000000	0.282000	-0.044000
91	BUF_533	BUF	6	91	0.011000	0.326000	0.039000	0.282000	-0.044000
92	FF_516	FF	7	92	0.000000	0.326000	0.000000	0.282000	-0.044000
93	FF_517	FF	7	93	0.000000	0.326000	0.000000	0.282000	-0.044000
94	BUF_534	BUF	6	94	0.039000	0.354000	0.039000	0.282000	-0.072000
95	FF_518	FF	7	95	0.000000	0.354000	0.000000	0.282000	-0.072000
96	FF_519	FF	7	96	0.000000	0.354000	0.000000	0.282000	-0.072000
97	FF_520	FF	7	97	0.000000	0.354000	0.000000	0.282000	-0.072000
98	FF_521	FF	7	98	0.000000	0.354000	0.000000	0.282000	-0.072000
99	BUF_49	BUF	4	99	0.063000	0.251000	0.039000	0.180000	-0.071000
100	BUF_166	BUF	5	100	0.045000	0.296000	0.063000	0.243000	-0.053000
101	BUF_535	BUF	6	101	0.011000	0.307000	0.039000	0.282000	-0.025000
102	FF_522	FF	7	102	0.000000	0.307000	0.000000	0.282000	-0.025000
103	FF_523	FF	7	103	0.000000	0.307000	0.000000	0.282000	-0.025000
104	BUF_536	BUF	6	104	0.063000	0.359000	0.039000	0.282000	-0.077000
105	FF_524	FF	7	105	0.000000	0.359000	0.000000	0.282000	-0.077000
106	FF_525	FF	7	106	0.000000	0.359000	0.000000	0.282000	-0.077000
107	FF_526	FF	7	107	0.000000	0.359000	0.000000	0.282000	-0.077000
108	FF_527	FF	7	108	0.000000	0.359000	0.000000	0.282000	-0.077000
109	FF_528	FF	7	109	0.000000	0.359000	0.000000	0.282000	-0.077000
110	BUF_537	BUF	6	110	0.063000	0.359000	0.039000	0.282000	-0.077000
111	FF_529	FF	7	111	0.000000	0.359000	0.000000	0.282000	-0.077000
112	FF_530	FF	7	112	0.000000	0.359000	0.000000	0.282000	-0.077000
113	FF_531	FF	7	113	0.000000	0.359000	0.000000	0.282000	-0.077000
114	FF_532	FF	7	114	0.000000	0.359000	0.000000	0.282000	-0.077000
115	FF_533	FF	7	115	0.000000	0.359000	0.000000	0.282000	-0.077000
116	FF_143	FF	6	116	0.000000	0.296000	0.000000	0.243000	-0.053000
117	BUF_167	BUF	5	117	0.030000	0.281000	0.063000	0.243000	-0.038000
118	BUF_538	BUF	6	118	0.039000	0.320000	0.005000	0.248000	-0.072000
119	FF_534	FF	7	119	0.000000	0.320000	0.000000	0.248000	-0.072000
120	FF_535	FF	7	120	0.000000	0.320000	0.000000	0.248000	-0.072000
121	FF_536	FF	7	121	0.000000	0.320000	0.000000	0.248000	-0.072000
122	FF_537	FF	7	122	0.000000	0.320000	0.000000	0.248000	-0.072000
123	BUF_168	BUF	5	123	0.068000	0.319000	0.063000	0.243000	-0.076000
124	BUF_539+FF_538	BUF+FF	6	124+125	0.030000	0.349000	0.063000	0.306000	-0.043000
126	BUF_540	BUF	6	126	0.026000	0.345000	0.063000	0.306000	-0.039000
127	FF_539	FF	7	127	0.000000	0.345000	0.000000	0.306000	-0.039000
128	FF_540	FF	7	128	0.000000	0.345000	0.000000	0.306000	-0.039000
129	FF_541	FF	7	129	0.000000	0.345000	0.000000	0.306000	-0.039000
130	BUF_541	BUF	6	130	0.036000	0.355000	0.063000	0.306000	-0.049000
131	FF_542	FF	7	131	0.000000	0.355000	0.000000	0.306000	-0.049000
132	FF_543	FF	7	132	0.000000	0.355000	0.000000	0.306000	-0.049000
133	BUF_542	BUF	6	133	0.036000	0.355000	0.063000	0.306000	-0.049000
134	FF_544	FF	7	134	0.000000	0.355000	0.000000	0.306000	-0.049000
135	FF_545	FF	7	135	0.000000	0.355000	0.000000	0.306000	-0.049000
136	BUF_543	BUF	6	136	0.056000	0.375000	0.063000	0.306000	-0.069000
137	FF_546	FF	7	137	0.000000	0.375000	0.000000	0.306000	-0.069000
138	FF_547	FF	7	138	0.000000	0.375000	0.000000	0.306000	-0.069000
139	BUF_169	BUF	5	139	0.068000	0.319000	0.063000	0.243000	-0.076000
140	BUF_544	BUF	6	140	0.045000	0.364000	0.063000	0.306000	-0.058000
141	FF_548	FF	7	141	0.000000	0.364000	0.000000	0.306000	-0.058000
142	FF_549	FF	7	142	0.000000	0.364000	0.000000	0.306000	-0.058000
143	FF_550	FF	7	143	0.000000	0.364000	0.000000	0.306000	-0.058000
144	FF_551	FF	7	144	0.000000	0.364000	0.000000	0.306000	-0.058000
145	BUF_545	BUF	6	145	0.056000	0.375000	0.063000	0.306000	-0.069000
146	FF_552	FF	7	146	0.000000	0.375000	0.000000	0.306000	-0.069000
147	FF_553	FF	7	147	0.000000	0.375000	0.000000	0.306000	-0.069000
148	BUF_546	BUF	6	148	0.089000	0.408000	0.063000	0.306000	-0.102000
149	FF_554	FF	7	149	0.000000	0.408000	0.000000	0.306000	-0.102000
150	FF_555	FF	7	150	0.000000	0.408000	0.000000	0.306000	-0.102000
151	FF_556	FF	7	151	0.000000	0.408000	0.000000	0.306000	-0.102000
152	FF_557	FF	7	152	0.000000	0.408000	0.000000	0.306000	-0.102000
153	FF_558	FF	7	153	0.000000	0.408000	0.000000	0.306000	-0.102000
154	BUF_547	BUF	6	154	0.108000	0.427000	0.063000	0.306000	-0.121000
155	FF_559	FF	7	155	0.000000	0.427000	0.000000	0.306000	-0.121000
156	FF_560	FF	7	156	0.000000	0.427000	0.000000	0.306000	-0.121000
157	FF_561	FF	7	157	0.000000	0.427000	0.000000	0.306000	-0.121000
158	FF_562	FF	7	158	0.000000	0.427000	0.000000	0.306000	-0.121000
159	FF_563	FF	7	159	0.000000	0.427000	0.000000	0.306000	-0.121000
160	BUF_548	BUF	6	160	0.015000	0.334000	0.063000	0.306000	-0.028000
161	FF_564	FF	7	161	0.000000	0.334000	0.000000	0.306000	-0.028000
162	FF_565	FF	7	162	0.000000	0.334000	0.000000	0.306000	-0.028000
163	BUF_170	BUF	5	163	0.045000	0.296000	0.063000	0.243000	-0.053000
164	BUF_549	BUF	6	164	0.011000	0.307000	0.020000	0.263000	-0.044000
165	FF_566	FF	7	165	0.000000	0.307000	0.000000	0.263000	-0.044000
166	FF_567	FF	7	166	0.000000	0.307000	0.000000	0.263000	-0.044000
167	BUF_550	BUF	6	167	0.063000	0.359000	0.020000	0.263000	-0.096000
168	FF_568	FF	7	168	0.000000	0.359000	0.000000	0.263000	-0.096000
169	FF_569	FF	7	169	0.000000	0.359000	0.000000	0.263000	-0.096000
170	FF_570	FF	7	170	0.000000	0.359000	0.000000	0.263000	-0.096000
171	FF_571	FF	7	171	0.000000	0.359000	0.000000	0.263000	-0.096000
172	FF_572	FF	7	172	0.000000	0.359000	0.000000	0.263000	-0.096000
173	FF_144	FF	6	173	0.000000	0.296000	0.000000	0.243000	-0.053000
174	FF_5	FF	4	174	0.000000	0.188000	0.000000	0.141000	-0.047000
175	BUF_14	BUF	3	175	0.036000	0.168000	0.063000	0.141000	-0.027000
176	BUF_50	BUF	4	176	0.015000	0.183000	0.020000	0.161000	-0.022000
177	BUF_171	BUF	5	177	0.020000	0.203000	0.011000	0.172000	-0.031000
178	BUF_551	BUF	6	178	0.063000	0.266000	0.020000	0.192000	-0.074000
179	FF_573	FF	7	179	0.000000	0.266000	0.000000	0.192000	-0.074000
180	FF_574	FF	7	180	0.000000	0.266000	0.000000	0.192000	-0.074000
181	FF_575	FF	7	181	0.000000	0.266000	0.000000	0.192000	-0.074000
182	FF_576	FF	7	182	0.000000	0.266000	0.000000	0.192000	-0.074000
183	FF_577	FF	7	183	0.000000	0.266000	0.000000	0.192000	-0.074000
184	BUF_552	BUF	6	184	0.011000	0.214000	0.020000	0.192000	-0.022000
185	FF_578	FF	7	185	0.000000	0.214000	0.000000	0.192000	-0.022000
186	FF_579	FF	7	186	0.000000	0.214000	0.000000	0.192000	-0.022000
187	BUF_553	BUF	6	187	0.039000	0.242000	0.020000	0.192000	-0.050000
188	FF_580	FF	7	188	0.000000	0.242000	0.000000	0.192000	-0.050000
189	FF_581	FF	7	189	0.000000	0.242000	0.000000	0.192000	-0.050000
190	FF_582	FF	7	190	0.000000	0.242000	0.000000	0.192000	-0.050000
191	FF_583	FF	7	191	0.000000	0.242000	0.000000	0.192000	-0.050000
192	FF_39	FF	5	192	0.000000	0.183000	0.000000	0.161000	-0.022000
193	BUF_51	BUF	4	193	0.036000	0.204000	0.020000	0.161000	-0.043000
194	BUF_172	BUF	5	194	0.045000	0.249000	0.020000	0.181000	-0.068000
195	BUF_554+FF_584	BUF+FF	6	195+196	0.005000	0.254000	0.039000	0.220000	-0.034000
197	BUF_555	BUF	6	197	0.020000	0.269000	0.039000	0.220000	-0.049000
198	FF_585	FF	7	198	0.000000	0.269000	0.000000	0.220000	-0.049000
199	FF_586	FF	7	199	0.000000	0.269000	0.000000	0.220000	-0.049000
200	FF_587	FF	7	200	0.000000	0.269000	0.000000	0.220000	-0.049000
201	FF_145	FF	6	201	0.000000	0.249000	0.000000	0.181000	-0.068000
202	FF_146	FF	6	202	0.000000	0.249000	0.000000	0.181000	-0.068000
203	BUF_173	BUF	5	203	0.026000	0.230000	0.020000	0.181000	-0.049000
204	BUF_556	BUF	6	204	0.027000	0.257000	0.020000	0.201000	-0.056000
205	FF_588	FF	7	205	0.000000	0.257000	0.000000	0.201000	-0.056000
206	FF_589	FF	7	206	0.000000	0.257000	0.000000	0.201000	-0.056000
207	FF_590	FF	7	207	0.000000	0.257000	0.000000	0.201000	-0.056000
208	BUF_557	BUF	6	208	0.039000	0.269000	0.020000	0.201000	-0.068000
209	FF_591	FF	7	209	0.000000	0.269000	0.000000	0.201000	-0.068000
210	FF_592	FF	7	210	0.000000	0.269000	0.000000	0.201000	-0.068000
211	FF_593	FF	7	211	0.000000	0.269000	0.000000	0.201000	-0.068000
212	FF_594	FF	7	212	0.000000	0.269000	0.000000	0.201000	-0.068000
213	BUF_558	BUF	6	213	0.011000	0.241000	0.020000	0.201000	-0.040000
214	FF_595	FF	7	214	0.000000	0.241000	0.000000	0.201000	-0.040000
215	FF_596	FF	7	215	0.000000	0.241000	0.000000	0.201000	-0.040000
216	BUF_174	BUF	5	216	0.063000	0.267000	0.020000	0.181000	-0.086000
217	BUF_559	BUF	6	217	0.027000	0.294000	0.063000	0.244000	-0.050000
218	FF_597	FF	7	218	0.000000	0.294000	0.000000	0.244000	-0.050000
219	FF_598	FF	7	219	0.000000	0.294000	0.000000	0.244000	-0.050000
220	BUF_560	BUF	6	220	0.068000	0.335000	0.063000	0.244000	-0.091000
221	FF_599	FF	7	221	0.000000	0.335000	0.000000	0.244000	-0.091000
222	FF_600	FF	7	222	0.000000	0.335000	0.000000	0.244000	-0.091000
223	FF_601	FF	7	223	0.000000	0.335000	0.000000	0.244000	-0.091000
224	FF_602	FF	7	224	0.000000	0.335000	0.000000	0.244000	-0.091000
225	FF_603	FF	7	225	0.000000	0.335000	0.000000	0.244000	-0.091000
226	BUF_561	BUF	6	226	0.069000	0.336000	0.063000	0.244000	-0.092000
227	FF_604	FF	7	227	0.000000	0.336000	0.000000	0.244000	-0.092000
228	FF_605	FF	7	228	0.000000	0.336000	0.000000	0.244000	-0.092000
229	FF_606	FF	7	229	0.000000	0.336000	0.000000	0.244000	-0.092000
230	FF_607	FF	7	230	0.000000	0.336000	0.000000	0.244000	-0.092000
231	FF_608	FF	7	231	0.000000	0.336000	0.000000	0.244000	-0.092000
232	BUF_562	BUF	6	232	0.015000	0.282000	0.063000	0.244000	-0.038000
233	FF_609	FF	7	233	0.000000	0.282000	0.000000	0.244000	-0.038000
234	FF_610	FF	7	234	0.000000	0.282000	0.000000	0.244000	-0.038000
235	FF_147	FF	6	235	0.000000	0.267000	0.000000	0.181000	-0.086000
236	BUF_52	BUF	4	236	0.066000	0.234000	0.020000	0.161000	-0.073000
237	BUF_175	BUF	5	237	0.063000	0.297000	0.020000	0.181000	-0.116000
238	BUF_563+FF_611	BUF+FF	6	238+239	0.010000	0.307000	0.063000	0.244000	-0.063000
240	BUF_564	BUF	6	240	0.045000	0.342000	0.063000	0.244000	-0.098000
241	FF_612	FF	7	241	0.000000	0.342000	0.000000	0.244000	-0.098000
242	FF_613	FF	7	242	0.000000	0.342000	0.000000	0.244000	-0.098000
243	FF_614	FF	7	243	0.000000	0.342000	0.000000	0.244000	-0.098000
244	FF_615	FF	7	244	0.000000	0.342000	0.000000	0.244000	-0.098000
245	BUF_565	BUF	6	245	0.022000	0.319000	0.063000	0.244000	-0.075000
246	FF_616	FF	7	246	0.000000	0.319000	0.000000	0.244000	-0.075000
247	FF_617	FF	7	247	0.000000	0.319000	0.000000	0.244000	-0.075000
248	FF_148	FF	6	248	0.000000	0.297000	0.000000	0.181000	-0.116000
249	FF_149	FF	6	249	0.000000	0.297000	0.000000	0.181000	-0.116000
250	FF_40	FF	5	250	0.000000	0.234000	0.000000	0.161000	-0.073000
251	FF_41	FF	5	251	0.000000	0.234000	0.000000	0.161000	-0.073000
252	BUF_15	BUF	3	252	0.069000	0.201000	0.063000	0.141000	-0.060000
253	BUF_53	BUF	4	253	0.076000	0.277000	0.063000	0.204000	-0.073000
254	BUF_176	BUF	5	254	0.010000	0.287000	0.063000	0.267000	-0.020000
255	BUF_566	BUF	6	255	0.039000	0.326000	0.005000	0.272000	-0.054000
256	FF_618	FF	7	256	0.000000	0.326000	0.000000	0.272000	-0.054000
257	FF_619	FF	7	257	0.000000	0.326000	0.000000	0.272000	-0.054000
258	FF_620	FF	7	258	0.000000	0.326000	0.000000	0.272000	-0.054000
259	FF_621	FF	7	259	0.000000	0.326000	0.000000	0.272000	-0.054000
260	BUF_177	BUF	5	260	0.076000	0.353000	0.063000	0.267000	-0.086000
261	BUF_567+FF_622	BUF+FF	6	261+262	0.008000	0.361000	0.063000	0.330000	-0.031000
263	BUF_568+FF_623	BUF+FF	6	263+264	0.010000	0.363000	0.063000	0.330000	-0.033000
265	BUF_569	BUF	6	265	0.084000	0.437000	0.063000	0.330000	-0.107000
266	FF_624	FF	7	266	0.000000	0.437000	0.000000	0.330000	-0.107000
267	FF_625	FF	7	267	0.000000	0.437000	0.000000	0.330000	-0.107000
268	FF_626	FF	7	268	0.000000	0.437000	0.000000	0.330000	-0.107000
269	FF_627	FF	7	269	0.000000	0.437000	0.000000	0.330000	-0.107000
270	BUF_570	BUF	6	270	0.027000	0.380000	0.063000	0.330000	-0.050000
271	FF_628	FF	7	271	0.000000	0.380000	0.000000	0.330000	-0.050000
272	FF_629	FF	7	272	0.000000	0.380000	0.000000	0.330000	-0.050000
273	FF_150	FF	6	273	0.000000	0.353000	0.000000	0.267000	-0.086000
274	BUF_178	BUF	5	274	0.045000	0.322000	0.063000	0.267000	-0.055000
275	BUF_571	BUF	6	275	0.011000	0.333000	0.039000	0.306000	-0.027000
276	FF_630	FF	7	276	0.000000	0.333000	0.000000	0.306000	-0.027000
277	FF_631	FF	7	277	0.000000	0.333000	0.000000	0.306000	-0.027000
278	BUF_572	BUF	6	278	0.011000	0.333000	0.039000	0.306000	-0.027000
279	FF_632	FF	7	279	0.000000	0.333000	0.000000	0.306000	-0.027000
280	FF_633	FF	7	280	0.000000	0.333000	0.000000	0.306000	-0.027000
281	BUF_573+FF_634	BUF+FF	6	281+282	0.005000	0.327000	0.039000	0.306000	-0.021000
283	BUF_574	BUF	6	283	0.020000	0.342000	0.039000	0.306000	-0.036000
284	FF_635	FF	7	284	0.000000	0.342000	0.000000	0.306000	-0.036000
285	FF_636	FF	7	285	0.000000	0.342000	0.000000	0.306000	-0.036000
286	FF_637	FF	7	286	0.000000	0.342000	0.000000	0.306000	-0.036000
287	BUF_179	BUF	5	287	0.066000	0.343000	0.063000	0.267000	-0.076000
288	BUF_575+FF_638	BUF+FF	6	288+289	0.005000	0.348000	0.020000	0.287000	-0.061000
290	BUF_576+FF_639	BUF+FF	6	290+291	0.005000	0.348000	0.020000	0.287000	-0.061000
292	BUF_577	BUF	6	292	0.063000	0.406000	0.020000	0.287000	-0.119000
293	FF_640	FF	7	293	0.000000	0.406000	0.000000	0.287000	-0.119000
294	FF_641	FF	7	294	0.000000	0.406000	0.000000	0.287000	-0.119000
295	FF_642	FF	7	295	0.000000	0.406000	0.000000	0.287000	-0.119000
296	FF_643	FF	7	296	0.000000	0.406000	0.000000	0.287000	-0.119000
297	FF_644	FF	7	297	0.000000	0.406000	0.000000	0.287000	-0.119000
298	BUF_180	BUF	5	298	0.089000	0.366000	0.063000	0.267000	-0.099000
299	BUF_578	BUF	6	299	0.022000	0.388000	0.063000	0.330000	-0.058000
300	FF_645	FF	7	300	0.000000	0.388000	0.000000	0.330000	-0.058000
301	FF_646	FF	7	301	0.000000	0.388000	0.000000	0.330000	-0.058000
302	BUF_579	BUF	6	302	0.056000	0.422000	0.063000	0.330000	-0.092000
303	FF_647	FF	7	303	0.000000	0.422000	0.000000	0.330000	-0.092000
304	FF_648	FF	7	304	0.000000	0.422000	0.000000	0.330000	-0.092000
305	BUF_580	BUF	6	305	0.036000	0.402000	0.063000	0.330000	-0.072000
306	FF_649	FF	7	306	0.000000	0.402000	0.000000	0.330000	-0.072000
307	FF_650	FF	7	307	0.000000	0.402000	0.000000	0.330000	-0.072000
308	BUF_581	BUF	6	308	0.022000	0.388000	0.063000	0.330000	-0.058000
309	FF_651	FF	7	309	0.000000	0.388000	0.000000	0.330000	-0.058000
310	FF_652	FF	7	310	0.000000	0.388000	0.000000	0.330000	-0.058000
311	BUF_582+FF_653	BUF+FF	6	311+312	0.008000	0.374000	0.063000	0.330000	-0.044000
313	FF_6	FF	4	313	0.000000	0.201000	0.000000	0.141000	-0.060000
314	FF_7	FF	4	314	0.000000	0.201000	0.000000	0.141000	-0.060000
315	FF_8	FF	4	315	0.000000	0.201000	0.000000	0.141000	-0.060000
316	FF_9	FF	4	316	0.000000	0.201000	0.000000	0.141000	-0.060000
317	BUF_16	BUF	3	317	0.045000	0.177000	0.063000	0.141000	-0.036000
318	BUF_54	BUF	4	318	0.063000	0.240000	0.020000	0.161000	-0.079000
319	BUF_181	BUF	5	319	0.045000	0.285000	0.063000	0.224000	-0.061000
320	BUF_583	BUF	6	320	0.039000	0.324000	0.039000	0.263000	-0.061000
321	FF_654	FF	7	321	0.000000	0.324000	0.000000	0.263000	-0.061000
322	FF_655	FF	7	322	0.000000	0.324000	0.000000	0.263000	-0.061000
323	FF_656	FF	7	323	0.000000	0.324000	0.000000	0.263000	-0.061000
324	FF_657	FF	7	324	0.000000	0.324000	0.000000	0.263000	-0.061000
325	FF_151	FF	6	325	0.000000	0.285000	0.000000	0.224000	-0.061000
326	FF_152	FF	6	326	0.000000	0.285000	0.000000	0.224000	-0.061000
327	FF_153	FF	6	327	0.000000	0.285000	0.000000	0.224000	-0.061000
328	BUF_182	BUF	5	328	0.076000	0.316000	0.063000	0.224000	-0.092000
329	BUF_584	BUF	6	329	0.045000	0.361000	0.063000	0.287000	-0.074000
330	FF_658	FF	7	330	0.000000	0.361000	0.000000	0.287000	-0.074000
331	FF_659	FF	7	331	0.000000	0.361000	0.000000	0.287000	-0.074000
332	FF_660	FF	7	332	0.000000	0.361000	0.000000	0.287000	-0.074000
333	FF_661	FF	7	333	0.000000	0.361000	0.000000	0.287000	-0.074000
334	BUF_585	BUF	6	334	0.027000	0.343000	0.063000	0.287000	-0.056000
335	FF_662	FF	7	335	0.000000	0.343000	0.000000	0.287000	-0.056000
336	FF_663	FF	7	336	0.000000	0.343000	0.000000	0.287000	-0.056000
337	FF_664	FF	7	337	0.000000	0.343000	0.000000	0.287000	-0.056000
338	BUF_586	BUF	6	338	0.108000	0.424000	0.063000	0.287000	-0.137000
339	FF_665	FF	7	339	0.000000	0.424000	0.000000	0.287000	-0.137000
340	FF_666	FF	7	340	0.000000	0.424000	0.000000	0.287000	-0.137000
341	FF_667	FF	7	341	0.000000	0.424000	0.000000	0.287000	-0.137000
342	FF_668	FF	7	342	0.000000	0.424000	0.000000	0.287000	-0.137000
343	FF_669	FF	7	343	0.000000	0.424000	0.000000	0.287000	-0.137000
344	BUF_587	BUF	6	344	0.026000	0.342000	0.063000	0.287000	-0.055000
