# Clock tree = real buffer cell delays (SS, after apply)
# Segment tree = bottom-up target branch delays
# *_in_edge = incoming buffer delay; *_node_delay = cumulative from root
# fanout==1 FF merged with parent; -- if node absent in that tree
logical_id	name	kind	level	repr_nodes	clock_in_edge	clock_node_delay	seg_in_edge	seg_node_delay	diff
64	BUF_22	BUF	3	64	0.076000	0.240000	0.063000	0.165000	-0.075000
65	BUF_75	BUF	4	65	0.026000	0.266000	0.063000	0.228000	-0.038000
66	BUF_229	BUF	5	66	0.020000	0.286000	0.020000	0.248000	-0.038000
67	FF_246	FF	6	67	0.000000	0.286000	0.000000	0.248000	-0.038000
68	FF_247	FF	6	68	0.000000	0.286000	0.000000	0.248000	-0.038000
69	FF_248	FF	6	69	0.000000	0.286000	0.000000	0.248000	-0.038000
70	BUF_230+FF_249	BUF+FF	5	70+71	0.005000	0.271000	0.020000	0.248000	-0.023000
72	BUF_231+FF_250	BUF+FF	5	72+73	0.005000	0.271000	0.020000	0.248000	-0.023000
74	BUF_76	BUF	4	74	0.032000	0.272000	0.063000	0.228000	-0.044000
75	BUF_232	BUF	5	75	0.039000	0.311000	0.020000	0.248000	-0.063000
76	FF_251	FF	6	76	0.000000	0.311000	0.000000	0.248000	-0.063000
77	FF_252	FF	6	77	0.000000	0.311000	0.000000	0.248000	-0.063000
78	FF_253	FF	6	78	0.000000	0.311000	0.000000	0.248000	-0.063000
79	FF_254	FF	6	79	0.000000	0.311000	0.000000	0.248000	-0.063000
80	BUF_233	BUF	5	80	0.039000	0.311000	0.020000	0.248000	-0.063000
81	FF_255	FF	6	81	0.000000	0.311000	0.000000	0.248000	-0.063000
82	FF_256	FF	6	82	0.000000	0.311000	0.000000	0.248000	-0.063000
83	FF_257	FF	6	83	0.000000	0.311000	0.000000	0.248000	-0.063000
84	FF_258	FF	6	84	0.000000	0.311000	0.000000	0.248000	-0.063000
85	BUF_234+FF_259	BUF+FF	5	85+86	0.005000	0.277000	0.020000	0.248000	-0.029000
87	BUF_77	BUF	4	87	0.026000	0.266000	0.063000	0.228000	-0.038000
88	BUF_235	BUF	5	88	0.020000	0.286000	0.020000	0.248000	-0.038000
89	FF_260	FF	6	89	0.000000	0.286000	0.000000	0.248000	-0.038000
90	FF_261	FF	6	90	0.000000	0.286000	0.000000	0.248000	-0.038000
91	FF_262	FF	6	91	0.000000	0.286000	0.000000	0.248000	-0.038000
92	FF_75	FF	5	92	0.000000	0.266000	0.000000	0.228000	-0.038000
93	FF_76	FF	5	93	0.000000	0.266000	0.000000	0.228000	-0.038000
94	BUF_78	BUF	4	94	0.032000	0.272000	0.063000	0.228000	-0.044000
95	BUF_236	BUF	5	95	0.011000	0.283000	0.020000	0.248000	-0.035000
96	FF_263	FF	6	96	0.000000	0.283000	0.000000	0.248000	-0.035000
97	FF_264	FF	6	97	0.000000	0.283000	0.000000	0.248000	-0.035000
98	BUF_237	BUF	5	98	0.011000	0.283000	0.020000	0.248000	-0.035000
99	FF_265	FF	6	99	0.000000	0.283000	0.000000	0.248000	-0.035000
100	FF_266	FF	6	100	0.000000	0.283000	0.000000	0.248000	-0.035000
101	FF_77	FF	5	101	0.000000	0.272000	0.000000	0.228000	-0.044000
102	BUF_79	BUF	4	102	0.045000	0.285000	0.063000	0.228000	-0.057000
103	BUF_238	BUF	5	103	0.011000	0.296000	0.039000	0.267000	-0.029000
104	FF_267	FF	6	104	0.000000	0.296000	0.000000	0.267000	-0.029000
105	FF_268	FF	6	105	0.000000	0.296000	0.000000	0.267000	-0.029000
106	BUF_239+FF_269	BUF+FF	5	106+107	0.005000	0.290000	0.039000	0.267000	-0.023000
108	BUF_240+FF_270	BUF+FF	5	108+109	0.005000	0.290000	0.039000	0.267000	-0.023000
110	BUF_241	BUF	5	110	0.011000	0.296000	0.039000	0.267000	-0.029000
111	FF_271	FF	6	111	0.000000	0.296000	0.000000	0.267000	-0.029000
112	FF_272	FF	6	112	0.000000	0.296000	0.000000	0.267000	-0.029000
113	BUF_23	BUF	3	113	0.020000	0.184000	0.063000	0.165000	-0.019000
114	BUF_80	BUF	4	114	0.063000	0.247000	0.005000	0.170000	-0.077000
115	BUF_242	BUF	5	115	0.089000	0.336000	0.063000	0.233000	-0.103000
116	FF_273	FF	6	116	0.000000	0.336000	0.000000	0.233000	-0.103000
117	FF_274	FF	6	117	0.000000	0.336000	0.000000	0.233000	-0.103000
118	FF_275	FF	6	118	0.000000	0.336000	0.000000	0.233000	-0.103000
119	FF_276	FF	6	119	0.000000	0.336000	0.000000	0.233000	-0.103000
120	FF_277	FF	6	120	0.000000	0.336000	0.000000	0.233000	-0.103000
121	BUF_243+FF_278	BUF+FF	5	121+122	0.010000	0.257000	0.063000	0.233000	-0.024000
123	BUF_244+FF_279	BUF+FF	5	123+124	0.030000	0.277000	0.063000	0.233000	-0.044000
125	BUF_245	BUF	5	125	0.076000	0.323000	0.063000	0.233000	-0.090000
126	FF_280	FF	6	126	0.000000	0.323000	0.000000	0.233000	-0.090000
127	FF_281	FF	6	127	0.000000	0.323000	0.000000	0.233000	-0.090000
128	FF_282	FF	6	128	0.000000	0.323000	0.000000	0.233000	-0.090000
129	FF_283	FF	6	129	0.000000	0.323000	0.000000	0.233000	-0.090000
130	FF_284	FF	6	130	0.000000	0.323000	0.000000	0.233000	-0.090000
131	BUF_246	BUF	5	131	0.068000	0.315000	0.063000	0.233000	-0.082000
132	FF_285	FF	6	132	0.000000	0.315000	0.000000	0.233000	-0.082000
133	FF_286	FF	6	133	0.000000	0.315000	0.000000	0.233000	-0.082000
134	FF_287	FF	6	134	0.000000	0.315000	0.000000	0.233000	-0.082000
135	FF_288	FF	6	135	0.000000	0.315000	0.000000	0.233000	-0.082000
136	FF_289	FF	6	136	0.000000	0.315000	0.000000	0.233000	-0.082000
137	FF_4	FF	3	137	0.000000	0.164000	0.000000	0.102000	-0.062000
138	BUF_6	BUF	2	138	0.056000	0.112000	0.039000	0.102000	-0.010000
139	BUF_24	BUF	3	139	0.063000	0.175000	0.039000	0.141000	-0.034000
140	BUF_81	BUF	4	140	0.069000	0.244000	0.063000	0.204000	-0.040000
141	BUF_247	BUF	5	141	0.045000	0.289000	0.063000	0.267000	-0.022000
142	FF_290	FF	6	142	0.000000	0.289000	0.000000	0.267000	-0.022000
143	FF_291	FF	6	143	0.000000	0.289000	0.000000	0.267000	-0.022000
144	FF_292	FF	6	144	0.000000	0.289000	0.000000	0.267000	-0.022000
145	FF_293	FF	6	145	0.000000	0.289000	0.000000	0.267000	-0.022000
146	BUF_248	BUF	5	146	0.045000	0.289000	0.063000	0.267000	-0.022000
147	FF_294	FF	6	147	0.000000	0.289000	0.000000	0.267000	-0.022000
148	FF_295	FF	6	148	0.000000	0.289000	0.000000	0.267000	-0.022000
149	FF_296	FF	6	149	0.000000	0.289000	0.000000	0.267000	-0.022000
150	FF_297	FF	6	150	0.000000	0.289000	0.000000	0.267000	-0.022000
151	BUF_249	BUF	5	151	0.089000	0.333000	0.063000	0.267000	-0.066000
152	FF_298	FF	6	152	0.000000	0.333000	0.000000	0.267000	-0.066000
153	FF_299	FF	6	153	0.000000	0.333000	0.000000	0.267000	-0.066000
154	FF_300	FF	6	154	0.000000	0.333000	0.000000	0.267000	-0.066000
155	FF_301	FF	6	155	0.000000	0.333000	0.000000	0.267000	-0.066000
156	FF_302	FF	6	156	0.000000	0.333000	0.000000	0.267000	-0.066000
157	BUF_250	BUF	5	157	0.068000	0.312000	0.063000	0.267000	-0.045000
158	FF_303	FF	6	158	0.000000	0.312000	0.000000	0.267000	-0.045000
159	FF_304	FF	6	159	0.000000	0.312000	0.000000	0.267000	-0.045000
160	FF_305	FF	6	160	0.000000	0.312000	0.000000	0.267000	-0.045000
161	FF_306	FF	6	161	0.000000	0.312000	0.000000	0.267000	-0.045000
162	FF_307	FF	6	162	0.000000	0.312000	0.000000	0.267000	-0.045000
163	BUF_251	BUF	5	163	0.027000	0.271000	0.063000	0.267000	-0.004000
164	FF_308	FF	6	164	0.000000	0.271000	0.000000	0.267000	-0.004000
165	FF_309	FF	6	165	0.000000	0.271000	0.000000	0.267000	-0.004000
166	BUF_82	BUF	4	166	0.069000	0.244000	0.063000	0.204000	-0.040000
167	BUF_252	BUF	5	167	0.036000	0.280000	0.063000	0.267000	-0.013000
168	FF_310	FF	6	168	0.000000	0.280000	0.000000	0.267000	-0.013000
169	FF_311	FF	6	169	0.000000	0.280000	0.000000	0.267000	-0.013000
170	BUF_253+FF_312	BUF+FF	5	170+171	0.030000	0.274000	0.063000	0.267000	-0.007000
172	BUF_254	BUF	5	172	0.036000	0.280000	0.063000	0.267000	-0.013000
173	FF_313	FF	6	173	0.000000	0.280000	0.000000	0.267000	-0.013000
174	FF_314	FF	6	174	0.000000	0.280000	0.000000	0.267000	-0.013000
175	BUF_255	BUF	5	175	0.050000	0.294000	0.063000	0.267000	-0.027000
176	FF_315	FF	6	176	0.000000	0.294000	0.000000	0.267000	-0.027000
177	FF_316	FF	6	177	0.000000	0.294000	0.000000	0.267000	-0.027000
178	FF_317	FF	6	178	0.000000	0.294000	0.000000	0.267000	-0.027000
179	FF_318	FF	6	179	0.000000	0.294000	0.000000	0.267000	-0.027000
180	FF_78	FF	5	180	0.000000	0.244000	0.000000	0.204000	-0.040000
181	BUF_83	BUF	4	181	0.064000	0.239000	0.063000	0.204000	-0.035000
182	BUF_256	BUF	5	182	0.063000	0.302000	0.039000	0.243000	-0.059000
183	FF_319	FF	6	183	0.000000	0.302000	0.000000	0.243000	-0.059000
184	FF_320	FF	6	184	0.000000	0.302000	0.000000	0.243000	-0.059000
185	FF_321	FF	6	185	0.000000	0.302000	0.000000	0.243000	-0.059000
186	FF_322	FF	6	186	0.000000	0.302000	0.000000	0.243000	-0.059000
187	FF_323	FF	6	187	0.000000	0.302000	0.000000	0.243000	-0.059000
188	BUF_257+FF_324	BUF+FF	5	188+189	0.005000	0.244000	0.039000	0.243000	-0.001000
190	BUF_258	BUF	5	190	0.063000	0.302000	0.039000	0.243000	-0.059000
191	FF_325	FF	6	191	0.000000	0.302000	0.000000	0.243000	-0.059000
192	FF_326	FF	6	192	0.000000	0.302000	0.000000	0.243000	-0.059000
193	FF_327	FF	6	193	0.000000	0.302000	0.000000	0.243000	-0.059000
194	FF_328	FF	6	194	0.000000	0.302000	0.000000	0.243000	-0.059000
195	FF_329	FF	6	195	0.000000	0.302000	0.000000	0.243000	-0.059000
196	BUF_259	BUF	5	196	0.039000	0.278000	0.039000	0.243000	-0.035000
197	FF_330	FF	6	197	0.000000	0.278000	0.000000	0.243000	-0.035000
198	FF_331	FF	6	198	0.000000	0.278000	0.000000	0.243000	-0.035000
199	FF_332	FF	6	199	0.000000	0.278000	0.000000	0.243000	-0.035000
200	FF_333	FF	6	200	0.000000	0.278000	0.000000	0.243000	-0.035000
201	BUF_84	BUF	4	201	0.079000	0.254000	0.063000	0.204000	-0.050000
202	BUF_260	BUF	5	202	0.108000	0.362000	0.063000	0.267000	-0.095000
203	FF_334	FF	6	203	0.000000	0.362000	0.000000	0.267000	-0.095000
204	FF_335	FF	6	204	0.000000	0.362000	0.000000	0.267000	-0.095000
205	FF_336	FF	6	205	0.000000	0.362000	0.000000	0.267000	-0.095000
206	FF_337	FF	6	206	0.000000	0.362000	0.000000	0.267000	-0.095000
207	FF_338	FF	6	207	0.000000	0.362000	0.000000	0.267000	-0.095000
208	BUF_261+FF_339	BUF+FF	5	208+209	0.020000	0.274000	0.063000	0.267000	-0.007000
210	BUF_262	BUF	5	210	0.045000	0.299000	0.063000	0.267000	-0.032000
211	FF_340	FF	6	211	0.000000	0.299000	0.000000	0.267000	-0.032000
212	FF_341	FF	6	212	0.000000	0.299000	0.000000	0.267000	-0.032000
213	FF_342	FF	6	213	0.000000	0.299000	0.000000	0.267000	-0.032000
214	FF_343	FF	6	214	0.000000	0.299000	0.000000	0.267000	-0.032000
215	BUF_263+FF_344	BUF+FF	5	215+216	0.010000	0.264000	0.063000	0.267000	0.003000
217	BUF_264	BUF	5	217	0.068000	0.322000	0.063000	0.267000	-0.055000
218	FF_345	FF	6	218	0.000000	0.322000	0.000000	0.267000	-0.055000
219	FF_346	FF	6	219	0.000000	0.322000	0.000000	0.267000	-0.055000
220	FF_347	FF	6	220	0.000000	0.322000	0.000000	0.267000	-0.055000
221	FF_348	FF	6	221	0.000000	0.322000	0.000000	0.267000	-0.055000
222	FF_349	FF	6	222	0.000000	0.322000	0.000000	0.267000	-0.055000
223	BUF_85	BUF	4	223	0.069000	0.244000	0.063000	0.204000	-0.040000
224	BUF_265+FF_350	BUF+FF	5	224+225	0.008000	0.252000	0.063000	0.267000	0.015000
226	BUF_266	BUF	5	226	0.069000	0.313000	0.063000	0.267000	-0.046000
227	FF_351	FF	6	227	0.000000	0.313000	0.000000	0.267000	-0.046000
228	FF_352	FF	6	228	0.000000	0.313000	0.000000	0.267000	-0.046000
229	FF_353	FF	6	229	0.000000	0.313000	0.000000	0.267000	-0.046000
230	FF_354	FF	6	230	0.000000	0.313000	0.000000	0.267000	-0.046000
231	FF_355	FF	6	231	0.000000	0.313000	0.000000	0.267000	-0.046000
232	BUF_267	BUF	5	232	0.027000	0.271000	0.063000	0.267000	-0.004000
233	FF_356	FF	6	233	0.000000	0.271000	0.000000	0.267000	-0.004000
234	FF_357	FF	6	234	0.000000	0.271000	0.000000	0.267000	-0.004000
235	BUF_268	BUF	5	235	0.036000	0.280000	0.063000	0.267000	-0.013000
236	FF_358	FF	6	236	0.000000	0.280000	0.000000	0.267000	-0.013000
237	FF_359	FF	6	237	0.000000	0.280000	0.000000	0.267000	-0.013000
238	FF_360	FF	6	238	0.000000	0.280000	0.000000	0.267000	-0.013000
239	BUF_269	BUF	5	239	0.056000	0.300000	0.063000	0.267000	-0.033000
240	FF_361	FF	6	240	0.000000	0.300000	0.000000	0.267000	-0.033000
241	FF_362	FF	6	241	0.000000	0.300000	0.000000	0.267000	-0.033000
242	BUF_25	BUF	3	242	0.015000	0.127000	0.039000	0.141000	0.014000
243	BUF_86	BUF	4	243	0.069000	0.196000	0.005000	0.146000	-0.050000
244	BUF_270+FF_363	BUF+FF	5	244+245	0.008000	0.204000	0.063000	0.209000	0.005000
246	BUF_271	BUF	5	246	0.076000	0.272000	0.063000	0.209000	-0.063000
247	FF_364	FF	6	247	0.000000	0.272000	0.000000	0.209000	-0.063000
248	FF_365	FF	6	248	0.000000	0.272000	0.000000	0.209000	-0.063000
249	FF_366	FF	6	249	0.000000	0.272000	0.000000	0.209000	-0.063000
250	FF_367	FF	6	250	0.000000	0.272000	0.000000	0.209000	-0.063000
251	FF_368	FF	6	251	0.000000	0.272000	0.000000	0.209000	-0.063000
252	FF_79	FF	5	252	0.000000	0.196000	0.000000	0.146000	-0.050000
253	FF_80	FF	5	253	0.000000	0.196000	0.000000	0.146000	-0.050000
254	FF_81	FF	5	254	0.000000	0.196000	0.000000	0.146000	-0.050000
255	BUF_26	BUF	3	255	0.079000	0.191000	0.039000	0.141000	-0.050000
256	BUF_87	BUF	4	256	0.056000	0.247000	0.063000	0.204000	-0.043000
257	BUF_272	BUF	5	257	0.063000	0.310000	0.039000	0.243000	-0.067000
258	FF_369	FF	6	258	0.000000	0.310000	0.000000	0.243000	-0.067000
259	FF_370	FF	6	259	0.000000	0.310000	0.000000	0.243000	-0.067000
260	FF_371	FF	6	260	0.000000	0.310000	0.000000	0.243000	-0.067000
261	FF_372	FF	6	261	0.000000	0.310000	0.000000	0.243000	-0.067000
262	FF_373	FF	6	262	0.000000	0.310000	0.000000	0.243000	-0.067000
263	BUF_273	BUF	5	263	0.011000	0.258000	0.039000	0.243000	-0.015000
264	FF_374	FF	6	264	0.000000	0.258000	0.000000	0.243000	-0.015000
265	FF_375	FF	6	265	0.000000	0.258000	0.000000	0.243000	-0.015000
266	BUF_274	BUF	5	266	0.011000	0.258000	0.039000	0.243000	-0.015000
267	FF_376	FF	6	267	0.000000	0.258000	0.000000	0.243000	-0.015000
268	FF_377	FF	6	268	0.000000	0.258000	0.000000	0.243000	-0.015000
269	BUF_275	BUF	5	269	0.039000	0.286000	0.039000	0.243000	-0.043000
270	FF_378	FF	6	270	0.000000	0.286000	0.000000	0.243000	-0.043000
271	FF_379	FF	6	271	0.000000	0.286000	0.000000	0.243000	-0.043000
272	FF_380	FF	6	272	0.000000	0.286000	0.000000	0.243000	-0.043000
273	FF_381	FF	6	273	0.000000	0.286000	0.000000	0.243000	-0.043000
274	BUF_88	BUF	4	274	0.056000	0.247000	0.063000	0.204000	-0.043000
275	BUF_276	BUF	5	275	0.063000	0.310000	0.039000	0.243000	-0.067000
276	FF_382	FF	6	276	0.000000	0.310000	0.000000	0.243000	-0.067000
277	FF_383	FF	6	277	0.000000	0.310000	0.000000	0.243000	-0.067000
278	FF_384	FF	6	278	0.000000	0.310000	0.000000	0.243000	-0.067000
279	FF_385	FF	6	279	0.000000	0.310000	0.000000	0.243000	-0.067000
280	FF_386	FF	6	280	0.000000	0.310000	0.000000	0.243000	-0.067000
281	BUF_277	BUF	5	281	0.063000	0.310000	0.039000	0.243000	-0.067000
282	FF_387	FF	6	282	0.000000	0.310000	0.000000	0.243000	-0.067000
283	FF_388	FF	6	283	0.000000	0.310000	0.000000	0.243000	-0.067000
284	FF_389	FF	6	284	0.000000	0.310000	0.000000	0.243000	-0.067000
285	FF_390	FF	6	285	0.000000	0.310000	0.000000	0.243000	-0.067000
286	FF_391	FF	6	286	0.000000	0.310000	0.000000	0.243000	-0.067000
287	BUF_278	BUF	5	287	0.039000	0.286000	0.039000	0.243000	-0.043000
288	FF_392	FF	6	288	0.000000	0.286000	0.000000	0.243000	-0.043000
289	FF_393	FF	6	289	0.000000	0.286000	0.000000	0.243000	-0.043000
290	FF_394	FF	6	290	0.000000	0.286000	0.000000	0.243000	-0.043000
291	FF_395	FF	6	291	0.000000	0.286000	0.000000	0.243000	-0.043000
292	BUF_279	BUF	5	292	0.039000	0.286000	0.039000	0.243000	-0.043000
293	FF_396	FF	6	293	0.000000	0.286000	0.000000	0.243000	-0.043000
294	FF_397	FF	6	294	0.000000	0.286000	0.000000	0.243000	-0.043000
295	FF_398	FF	6	295	0.000000	0.286000	0.000000	0.243000	-0.043000
296	FF_399	FF	6	296	0.000000	0.286000	0.000000	0.243000	-0.043000
297	BUF_89	BUF	4	297	0.063000	0.254000	0.063000	0.204000	-0.050000
298	BUF_280	BUF	5	298	0.084000	0.338000	0.063000	0.267000	-0.071000
299	FF_400	FF	6	299	0.000000	0.338000	0.000000	0.267000	-0.071000
300	FF_401	FF	6	300	0.000000	0.338000	0.000000	0.267000	-0.071000
301	FF_402	FF	6	301	0.000000	0.338000	0.000000	0.267000	-0.071000
302	FF_403	FF	6	302	0.000000	0.338000	0.000000	0.267000	-0.071000
303	BUF_281	BUF	5	303	0.026000	0.280000	0.063000	0.267000	-0.013000
304	FF_404	FF	6	304	0.000000	0.280000	0.000000	0.267000	-0.013000
305	FF_405	FF	6	305	0.000000	0.280000	0.000000	0.267000	-0.013000
306	FF_406	FF	6	306	0.000000	0.280000	0.000000	0.267000	-0.013000
307	BUF_282	BUF	5	307	0.066000	0.320000	0.063000	0.267000	-0.053000
308	FF_407	FF	6	308	0.000000	0.320000	0.000000	0.267000	-0.053000
309	FF_408	FF	6	309	0.000000	0.320000	0.000000	0.267000	-0.053000
310	FF_409	FF	6	310	0.000000	0.320000	0.000000	0.267000	-0.053000
311	BUF_283	BUF	5	311	0.022000	0.276000	0.063000	0.267000	-0.009000
312	FF_410	FF	6	312	0.000000	0.276000	0.000000	0.267000	-0.009000
313	FF_411	FF	6	313	0.000000	0.276000	0.000000	0.267000	-0.009000
314	FF_82	FF	5	314	0.000000	0.254000	0.000000	0.204000	-0.050000
315	BUF_90	BUF	4	315	0.108000	0.299000	0.063000	0.204000	-0.095000
316	BUF_284	BUF	5	316	0.036000	0.335000	0.063000	0.267000	-0.068000
317	FF_412	FF	6	317	0.000000	0.335000	0.000000	0.267000	-0.068000
318	FF_413	FF	6	318	0.000000	0.335000	0.000000	0.267000	-0.068000
319	BUF_285	BUF	5	319	0.056000	0.355000	0.063000	0.267000	-0.088000
320	FF_414	FF	6	320	0.000000	0.355000	0.000000	0.267000	-0.088000
321	FF_415	FF	6	321	0.000000	0.355000	0.000000	0.267000	-0.088000
322	BUF_286	BUF	5	322	0.027000	0.326000	0.063000	0.267000	-0.059000
323	FF_416	FF	6	323	0.000000	0.326000	0.000000	0.267000	-0.059000
324	FF_417	FF	6	324	0.000000	0.326000	0.000000	0.267000	-0.059000
325	BUF_287	BUF	5	325	0.079000	0.378000	0.063000	0.267000	-0.111000
326	FF_418	FF	6	326	0.000000	0.378000	0.000000	0.267000	-0.111000
327	FF_419	FF	6	327	0.000000	0.378000	0.000000	0.267000	-0.111000
328	FF_420	FF	6	328	0.000000	0.378000	0.000000	0.267000	-0.111000
329	FF_421	FF	6	329	0.000000	0.378000	0.000000	0.267000	-0.111000
330	FF_422	FF	6	330	0.000000	0.378000	0.000000	0.267000	-0.111000
331	BUF_288	BUF	5	331	0.050000	0.349000	0.063000	0.267000	-0.082000
332	FF_423	FF	6	332	0.000000	0.349000	0.000000	0.267000	-0.082000
333	FF_424	FF	6	333	0.000000	0.349000	0.000000	0.267000	-0.082000
334	FF_425	FF	6	334	0.000000	0.349000	0.000000	0.267000	-0.082000
335	FF_426	FF	6	335	0.000000	0.349000	0.000000	0.267000	-0.082000
336	BUF_91	BUF	4	336	0.045000	0.236000	0.063000	0.204000	-0.032000
337	BUF_289	BUF	5	337	0.011000	0.247000	0.039000	0.243000	-0.004000
338	FF_427	FF	6	338	0.000000	0.247000	0.000000	0.243000	-0.004000
339	FF_428	FF	6	339	0.000000	0.247000	0.000000	0.243000	-0.004000
340	BUF_290+FF_429	BUF+FF	5	340+341	0.005000	0.241000	0.039000	0.243000	0.002000
342	FF_83	FF	5	342	0.000000	0.236000	0.000000	0.204000	-0.032000
343	FF_84	FF	5	343	0.000000	0.236000	0.000000	0.204000	-0.032000
344	BUF_27	BUF	3	344	0.084000	0.196000	0.039000	0.141000	-0.055000
345	BUF_92	BUF	4	345	0.036000	0.232000	0.039000	0.180000	-0.052000
346	BUF_291+FF_430	BUF+FF	5	346+347	0.005000	0.237000	0.020000	0.200000	-0.037000
348	FF_85	FF	5	348	0.000000	0.232000	0.000000	0.180000	-0.052000
349	FF_86	FF	5	349	0.000000	0.232000	0.000000	0.180000	-0.052000
